venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2012,program,chair,Kazuo Iwama,"Kyoto University, Japan",
TQC,2012,program,member,Patrick Hayden,"McGill University, Canada",
TQC,2012,program,member,Susana Huelga,"University of Ulm, Germany",
TQC,2012,program,member,Masato Koashi,"University of Tokyo, Japan",
TQC,2012,program,member,Barbara Kraus,"University of Innsbruck, Austria",
TQC,2012,program,member,Francois Le Gall,"University of Tokyo, Japan",
TQC,2012,program,member,Serge Massar,"ULB, Belgium",
TQC,2012,program,member,Kae Nemoto,"NII, Japan",
TQC,2012,program,member,Harumichi Nishimura,"Osaka Prefecture University, Japan",
TQC,2012,program,member,Robert Raussendorf,"University of British Columbia, Canada",
TQC,2012,program,member,Renato Renner,"ETH, Switzerland",
TQC,2012,program,member,Barry Sanders,"University of Calgary, Canada",
TQC,2012,program,member,Mario Szegedy,"Rutgers University, USA",
TQC,2012,program,member,Yasuhiro Takahashi,"NTT, Japan",
TQC,2012,program,member,Andreas Winter,"University of Bristol, UK and National University of Singapore, Singapore",
TQC,2012,program,member,Ronald de Wolf,"CWI, The Netherlands",
TQC,2012,program,member,Shengyu Zhang,"Chinese University of Hong Kong, Hong Kong",
TQC,2012,organizing,co_chair,Yasuhito Kawano,"NTT, Japan",
TQC,2012,organizing,co_chair,Mio Murao,"University of Tokyo, Japan",
TQC,2012,steering,member,Wim van Dam,"University of California, Santa Barbara, USA",
TQC,2012,steering,member,Yasuhito Kawano,"NTT, Japan",
TQC,2012,steering,member,Michele Mosca,"University of Waterloo and Perimeter Institute, Canada",
TQC,2012,steering,member,Martin Roetteler,"NEC Laboratories America, USA",
TQC,2012,steering,member,Vlatko Vedral,"University of Oxford, UK and National University of Singapore, Singapore",
