venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2013,program,chair,Simone Severini,"University College London, UK",
TQC,2013,program,co_chair,Fernando Brandao,"ETH-Zurich, Switzerland",
TQC,2013,program,member,Antonio Acin,"ICFO Barcelona, Spain",
TQC,2013,program,member,Gorjan Alagic,"Caltech, USA",
TQC,2013,program,member,Salman Beigi,"Institute for Research in Fundamental Sciences, Iran",
TQC,2013,program,member,Michael Ben-Or,"The Hebrew University of Jerusalem, Israel",
TQC,2013,program,member,Sergey Bravyi,"IBM, USA",
TQC,2013,program,member,Francesco Buscemi,University of Nagoya,
TQC,2013,program,member,Eric Chitambar,"Southern Illinois University, USA",
TQC,2013,program,member,Runyao Duan,"University of Technology Sydney, Australia",
TQC,2013,program,member,Michał Horodecki,"University of Gdańsk, Poland",
TQC,2013,program,member,Kazuo Iwama,"Kyoto University, Japan",
TQC,2013,program,member,Julia Kempe,"University of Paris, France, and Tel Aviv University, Israel",
TQC,2013,program,member,David Kribs,"University of Guelph, Canada",
TQC,2013,program,member,Troy Lee,"National University of Singapore, Singapore",
TQC,2013,program,member,Stefano Mancini,Università degli Studi di Camerino,
TQC,2013,program,member,Ashley Montanaro,"University of Cambridge, UK",
TQC,2013,program,member,Ashwin Nayak,"IQC and University of Waterloo, Canada",
TQC,2013,program,member,Harumichi Nishimura,"Nagoya University, Japan",
TQC,2013,program,member,Stefano Pironio,"Université Libre de Bruxelles, Belgium",
TQC,2013,program,member,Pranab Sen,"Tata Institute of Fundamental Research, India",
TQC,2013,program,member,Rolando Somma,"Los Alamos National Laboratory, USA",
TQC,2013,program,member,Xiaoming Sun,"China Academy of Science, P.R.China",
TQC,2013,program,member,Pawel Wocjan,"University of Central Florida, USA",
TQC,2013,program,member,Bei Zeng,"University of Guelph, Canada",
TQC,2013,organizing,chair,David Kribs,"University of Guelph, Canada",
TQC,2013,organizing,co_chair,Bei Zeng,"University of Guelph, Canada",
TQC,2013,organizing,member,Jianxin Chen,"University of Guelph, Canada",
TQC,2013,organizing,member,Zhengfeng Ji,"IQC and University of Waterloo, Canada",
TQC,2013,steering,member,Wim van Dam,"University of California, Santa Barbara, USA",
TQC,2013,steering,member,Yasuhito Kawano,"NTT, Japan",
TQC,2013,steering,member,Michele Mosca,"IQC and University of Waterloo, Canada",
TQC,2013,steering,member,Martin Roetteler,"NEC, USA",
TQC,2013,steering,member,Vlatko Vedral,"Oxford, UK, and National University of Singapore, Singapore",
