venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2013,program,member,Salman Beigi,IPM,
QIP,2013,program,member,Gilles Brassard,Université de Montréal,
QIP,2013,program,member,Andrew Childs,University of Waterloo,
QIP,2013,program,member,Matthias Christandl,ETH Zurich,
QIP,2013,program,member,Toby Cubitt,Universidad Complutense de Madrid,
QIP,2013,program,member,Michał Horodecki,University of Gdańsk,
QIP,2013,program,member,Tsuyoshi Ito,"NEC Laboratories America, Inc.",
QIP,2013,program,member,Stephen Jordan,NIST,
QIP,2013,program,member,Troy Lee,"CQT, National University of Singapore",
QIP,2013,program,member,Norbert Lütkenhaus,University of Waterloo,
QIP,2013,program,member,David Perez-Garcia,Universidad Complutense de Madrid,
QIP,2013,program,member,David Poulin,Université de Sherbrooke,
QIP,2013,program,member,John Preskill,Caltech,
QIP,2013,program,member,Barbara Terhal,RWTH Aachen,
QIP,2013,program,chair,John Watrous,University of Waterloo,
QIP,2013,program,member,Mark M. Wilde,McGill University,
QIP,2013,program,member,Bei Zeng,University of Guelph,
QIP,2013,steering,member,Antonio Acin,"ICFO, Barcelona",
QIP,2013,steering,member,Emilio Bagan,"IFAE, Barcelona",
QIP,2013,steering,member,Ignacio Cirac,"MPQ, Garching",
QIP,2013,steering,member,Aram Harrow,University of Washington,
QIP,2013,steering,member,Matthew Hastings,Microsoft Research,
QIP,2013,steering,member,Patrick Hayden,McGill University,
QIP,2013,steering,member,Richard Jozsa,University of Cambridge,
QIP,2013,steering,member,Julia Kempe,Tel Aviv University and University of Paris,
QIP,2013,steering,member,Louis Salvail,Universite de Montreal,
QIP,2013,steering,chair,Andrew Yao,Tsinghua University,
QIP,2013,local_organizing,member,Andrew Yao,,
QIP,2013,local_organizing,chair,Giulio Chiribella,,
QIP,2013,local_organizing,member,Luming Duan,advisor,
QIP,2013,local_organizing,member,Yaoyun Shi,student grants,
QIP,2013,local_organizing,member,Kihwan Kim,poster session,
QIP,2013,local_organizing,member,Xiongfeng Ma,rump session,
QIP,2013,local_organizing,member,"Zhangqi Yin, Ho-tsang Ng",banquet,
QIP,2013,local_organizing,member,Shengyu Zhang,advisor,
