venue,year,field,value,source_type,source_url,source_date,notes
QIP,2013,talk_submissions,167,slides,2013/qip2013.pdf,2013,
QIP,2013,talks_accepted,33,slides,2013/qip2013.pdf,2013,"9 of 33 selected as featured talks"
QIP,2013,posters_submitted,170,slides,2013/qip2013.pdf,2013,
QIP,2013,posters_accepted,150,slides,2013/qip2013.pdf,2013,
QIP,2013,slide:program booklet (PC-chair report),https://qip.iaqi.org/2013/qip2013.pdf,slides,,2013,
