venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2015,program,member,Aleksandrs Belovs,MIT,
QIP,2015,program,member,Sergey Bravyi,IBM,
QIP,2015,program,member,Dan Browne,UCL,
QIP,2015,program,member,Roger Colbeck,U of York,
QIP,2015,program,member,Nilanjana Datta,U of Cambridge,
QIP,2015,program,member,Gemma De las Cuevas,MPQ Garching,
QIP,2015,program,member,Jens Eisert,FU Berlin,
QIP,2015,program,member,Aram Harrow,MIT,
QIP,2015,program,member,Masahito Hayashi,Nagoya U and NUS Singapore,
QIP,2015,program,member,Paweł Horodecki,Gdansk U of Technology,
QIP,2015,program,member,Min-Hsiu Hsieh,"UTS, Sydney",
QIP,2015,program,member,Zhengfeng Ji,U of Waterloo and CAS,
QIP,2015,program,member,Robert König,U of Waterloo,
QIP,2015,program,member,Sophie Laplante,U Paris Diderot,
QIP,2015,program,member,Hoi-Kwong Lo,U of Toronto,
QIP,2015,program,member,Ashley Montanaro,U of Bristol,
QIP,2015,program,member,Martin Rötteler,Microsoft,
QIP,2015,program,member,Miklos Santha,U Paris Diderot and NUS Singapore,
QIP,2015,program,member,John Smolin,IBM,
QIP,2015,program,member,Matthias Troyer,"ETH, Zurich",
QIP,2015,program,member,Yaoyun Shi,U of Michigan,
QIP,2015,program,member,Frank Verstraete,U of Ghent and U of Vienna,
QIP,2015,program,member,Andreas Winter,"UAB, Barcelona",
QIP,2015,program,chair,Ronald de Wolf,CWI and U of Amsterdam,
QIP,2015,steering,member,Antonio Acín,ICFO,
QIP,2015,steering,member,Emilio Bagan,UAB,
QIP,2015,steering,member,Fernando Brandão,UCL,
QIP,2015,steering,member,Andrew Doherty,USYD,
QIP,2015,steering,chair,Runyao Duan,UTS,
QIP,2015,steering,member,Matthew Hastings,MRSQ,
QIP,2015,steering,member,Richard Jozsa,Cambridge U.,
QIP,2015,steering,member,Julia Kempe,TAU,
QIP,2015,steering,member,David Poulin,U. Sherbrooke,
QIP,2015,steering,member,Barry Sanders,U. Calgary,
QIP,2015,steering,member,Stephanie Wehner,CQT,
QIP,2015,local_organizing,co_chair,Stephen Bartlett,USYD,
QIP,2015,local_organizing,co_chair,Gavin Brennen,MQ,
QIP,2015,local_organizing,co_chair,Gerard J. Milburn,UQ,
QIP,2015,local_organizing,chair,Mingsheng Ying,UTS,
QIP,2015,local_organizing,member,Runyao Duan,UTS,
QIP,2015,local_organizing,member,Michael Bremner,UTS,
QIP,2015,local_organizing,member,Yuan Feng,UTS,
QIP,2015,local_organizing,member,Min-Hsiu Hsieh,UTS,
QIP,2015,local_organizing,member,Andrew Doherty,USYD,
QIP,2015,local_organizing,member,Steven Flammia,USYD,
QIP,2015,local_organizing,member,Alexei Gilchrist,MQ,
QIP,2015,local_organizing,member,Peter Rohde,MQ,
QIP,2015,local_organizing,member,Ms Li Liu (UTS),Registration & Payments,
