venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2006,program,member,Charles Bennett,"IBM, Yorktown Heights",
QIP,2006,program,member,Gilles Brassard,Université de Montréal,
QIP,2006,program,member,Harry Buhrman,"CWI, Amsterdam",
QIP,2006,program,member,Isaac Chuang,"MIT, Cambridge",
QIP,2006,program,member,Daniel Gottesman,"Perimeter Institute, Waterloo",
QIP,2006,program,member,Julia Kempe,"CNRS LRI, Orsay",
QIP,2006,program,member,Frédéric Magniez,"CNRS LRI, Orsay",
QIP,2006,program,member,Keiji Matsumoto,"NII, Tokyo and JST, Tokyo",
QIP,2006,program,member,Michele Mosca,"University of Waterloo and Perimeter Institute, Waterloo",
QIP,2006,program,member,Michael Nielsen,"University of Queensland, Brisbane",
QIP,2006,program,chair,Miklos Santha,"CNRS LRI, Orsay",
QIP,2006,program,member,Umesh Vazirani,UC Berkeley,
QIP,2006,program,member,Andreas Winter,University of Bristol,
QIP,2006,steering,member,Charles Bennett,"IBM, Yorktown Heights",
QIP,2006,steering,member,Harry Buhrman,"CWI, Amsterdam",
QIP,2006,steering,member,Isaac Chuang,"MIT, Cambridge",
QIP,2006,steering,member,Daniel Gottesman,"Perimeter Institute, Waterloo",
QIP,2006,steering,member,Keiji Matsumoto,"NII, Tokyo and JST, Tokyo",
QIP,2006,steering,member,Michele Mosca,"University of Waterloo and Perimeter Institute, Waterloo",
QIP,2006,steering,member,Michael Nielsen,"University of Queensland, Brisbane",
QIP,2006,steering,member,Miklos Santha,"CNRS LRI, Orsay",
QIP,2006,steering,member,Umesh Vazirani,UC Berkeley,
QIP,2006,local_organizing,chair,Miklos Santha ,"CNRS LRI, Orsay",
QIP,2006,local_organizing,member,Christoph Dürr,"CNRS LRI, Orsay",
QIP,2006,local_organizing,member,Julia Kempe,"CNRS LRI, Orsay",
QIP,2006,local_organizing,member,Sophie Laplante,"CNRS LRI, Orsay",
QIP,2006,local_organizing,member,Frédéric Magniez,"CNRS LRI, Orsay",
