venue,year,paper_type,is_proceedings_track,title,speakers,authors,affiliations,arxiv_ids,session_name,scheduled_date,scheduled_time,duration_minutes,presentation_url,video_url,youtube_id,award,notes
TQC,2023,regular,TRUE,Approximate Degree Lower Bounds for Oracle Identification Problems,Mark Bun; Nadezhda Voronova,Mark Bun; Nadezhda Voronova,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.1/LIPIcs.TQC.2023.1.pdf,https://www.youtube.com/watch?v=V4CeHZkiCBY,V4CeHZkiCBY,,DOI: 10.4230/LIPIcs.TQC.2023.1; LIPIcs proceedings (Dagstuhl); yt_match=1.00
TQC,2023,regular,TRUE,On the Necessity of Collapsing for Post-Quantum and Quantum Commitments,Marcel Dall'Agnol; Nicholas Spooner,Marcel Dall'Agnol; Nicholas Spooner,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.2/LIPIcs.TQC.2023.2.pdf,https://www.youtube.com/watch?v=txr_38ir8ig,txr_38ir8ig,,DOI: 10.4230/LIPIcs.TQC.2023.2; LIPIcs proceedings (Dagstuhl); yt_match=1.00
TQC,2023,regular,TRUE,Optimal Algorithms for Learning Quantum Phase States,Srinivasan Arunachalam; Sergey Bravyi; Arkopal Dutt; Theodore J. Yoder,Srinivasan Arunachalam; Sergey Bravyi; Arkopal Dutt; Theodore J. Yoder,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.3/LIPIcs.TQC.2023.3.pdf,https://www.youtube.com/watch?v=AcSmx-HN6rU,AcSmx-HN6rU,,DOI: 10.4230/LIPIcs.TQC.2023.3; LIPIcs proceedings (Dagstuhl); yt_match=1.00
TQC,2023,regular,TRUE,Computational Quantum Secret Sharing,Alper Çakan; Vipul Goyal; Chen-Da Liu-Zhang; João Ribeiro,Alper Çakan; Vipul Goyal; Chen-Da Liu-Zhang; João Ribeiro,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.4/LIPIcs.TQC.2023.4.pdf,https://www.youtube.com/watch?v=pUB7KU3KI4c,pUB7KU3KI4c,,DOI: 10.4230/LIPIcs.TQC.2023.4; LIPIcs proceedings (Dagstuhl); yt_match=1.00
TQC,2023,regular,TRUE,Quantum Algorithm for Path-Edge Sampling,Stacey Jeffery; Shelby Kimmel; Alvaro Piedrafita,Stacey Jeffery; Shelby Kimmel; Alvaro Piedrafita,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.5/LIPIcs.TQC.2023.5.pdf,https://www.youtube.com/watch?v=kybk7_RFYSc,kybk7_RFYSc,,DOI: 10.4230/LIPIcs.TQC.2023.5; LIPIcs proceedings (Dagstuhl); yt_match=1.00
TQC,2023,regular,TRUE,Improved Approximations for Extremal Eigenvalues of Sparse Hamiltonians,Daniel Hothem; Ojas Parekh; Kevin Thompson,Daniel Hothem; Ojas Parekh; Kevin Thompson,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.6/LIPIcs.TQC.2023.6.pdf,https://www.youtube.com/watch?v=rvJC9UCV7lw,rvJC9UCV7lw,,DOI: 10.4230/LIPIcs.TQC.2023.6; LIPIcs proceedings (Dagstuhl); yt_match=1.00
TQC,2023,regular,TRUE,Improved Algorithm and Lower Bound for Variable Time Quantum Search,Andris Ambainis; Martins Kokainis; Jevgēnijs Vihrovs,Andris Ambainis; Martins Kokainis; Jevgēnijs Vihrovs,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.7/LIPIcs.TQC.2023.7.pdf,https://www.youtube.com/watch?v=UkbOxVrhWbw,UkbOxVrhWbw,,DOI: 10.4230/LIPIcs.TQC.2023.7; LIPIcs proceedings (Dagstuhl); yt_match=1.00
TQC,2023,regular,TRUE,Fully Device-Independent Quantum Key Distribution Using Synchronous Correlations,Nishant Rodrigues; Brad Lackey,Nishant Rodrigues; Brad Lackey,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.8/LIPIcs.TQC.2023.8.pdf,https://www.youtube.com/watch?v=xYIA0uVFFYQ,xYIA0uVFFYQ,,DOI: 10.4230/LIPIcs.TQC.2023.8; LIPIcs proceedings (Dagstuhl); yt_match=1.00
TQC,2023,regular,TRUE,Rewindable Quantum Computation and Its Equivalence to Cloning and Adaptive Postselection,Ryo Hiromasa; Akihiro Mizutani; Yuki Takeuchi; Seiichiro Tani,Ryo Hiromasa; Akihiro Mizutani; Yuki Takeuchi; Seiichiro Tani,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.9/LIPIcs.TQC.2023.9.pdf,https://www.youtube.com/watch?v=kA1S231K8M8,kA1S231K8M8,,DOI: 10.4230/LIPIcs.TQC.2023.9; LIPIcs proceedings (Dagstuhl); yt_match=0.88
TQC,2023,regular,TRUE,Quantum Mass Production Theorems,William Kretschmer,William Kretschmer,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol266-tqc2023/LIPIcs.TQC.2023.10/LIPIcs.TQC.2023.10.pdf,https://www.youtube.com/watch?v=cA0XGH4y6rk,cA0XGH4y6rk,,DOI: 10.4230/LIPIcs.TQC.2023.10; LIPIcs proceedings (Dagstuhl); yt_match=1.00
