venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2023,steering,member,Gorjan Alagic,University of Maryland,
TQC,2023,steering,member,Andris Ambainis,University of Latvia,
TQC,2023,steering,member,Eric Chitambar,University of Illinois at Urbana-Champaign,
TQC,2023,steering,member,Steve Flammia,AWS Center for Quantum Computing,
TQC,2023,steering,member,François Le Gall,Nagoya University,
TQC,2023,steering,co_chair,Min-Hsiu Hsieh,Hon Hai (Foxconn),Co-Chair
TQC,2023,steering,member,Laura Mančinska,University of Copenhagen,
TQC,2023,steering,member,Lídia del Rio,ETH Zurich & Squids,
TQC,2023,steering,chair,Marco Tomamichel,National University of Singapore,Chair
TQC,2023,local_organizing,member,Paulo Almeida,Universidade de Aveiro,
TQC,2023,local_organizing,member,Margarida Facão,Universidade de Aveiro,
TQC,2023,local_organizing,member,Ricardo Guimarães Dias,Universidade de Aveiro,
TQC,2023,local_organizing,member,Alexandre Madeira,Universidade de Aveiro,
TQC,2023,local_organizing,member,Manuel António Martins,Universidade de Aveiro,
TQC,2023,local_organizing,member,Nuriya Nurgalieva,ETH Zurich & Squids,
TQC,2023,local_organizing,member,Armando Pinto,Universidade de Aveiro,
TQC,2023,local_organizing,member,Raquel Pinto,Universidade de Aveiro,
TQC,2023,local_organizing,chair,Lídia del Rio,ETH Zurich & Squids,Chair
TQC,2023,program,member,Alvaro Alhambra,Max Planck Institute for Quantum Optics,
TQC,2023,program,member,Simon Apers,CNRS IRIF,
TQC,2023,program,member,Stephen Bartlett,The University of Sydney,
TQC,2023,program,member,Daniel Brod,Fluminense Federal University,
TQC,2023,program,member,Matthias Caro,California Institute of Technology,
TQC,2023,program,member,Claude Crépeau,McGill University,
TQC,2023,program,chair,Omar Fawzi,École Normale Supérieure de Lyon,Chair
TQC,2023,program,member,Sevag Gharibian,University of Paderborn,
TQC,2023,program,member,David Gosset,University of Waterloo,
TQC,2023,program,member,Daniel Grier,"University of California, San Diego",
TQC,2023,program,member,Michael Gullans,NIST/University of Maryland,
TQC,2023,program,member,Yassine Hamoudi,Simons Institute for the Theory of Computing,
TQC,2023,program,member,Hsin-Yuan Huang,California Institute of Technology,
TQC,2023,program,member,Martin Kliesch,Hamburg University of Technology,
TQC,2023,program,member,Tamara Kohle,Complutense University of Madrid,
TQC,2023,program,member,Ludovico Lami,University of Amsterdam,
TQC,2023,program,member,Cécilia Lancien,CNRS Institut Fourier Grenoble,
TQC,2023,program,member,Xiongfeng Ma,Tsinghua University,
TQC,2023,program,member,Giulio Malavolta,Max Planck Institute for Security and Privacy,
TQC,2023,program,member,Ashley Montanaro,University of Bristol,
TQC,2023,program,member,Markus Mueller,IQOQI Vienna,
TQC,2023,program,member,Anand Natarajan,Massachusetts Institute of Technology,
TQC,2023,program,member,Pavel Panteleev,Moscow State University,
TQC,2023,program,member,Simon Perdrix,INRIA LORIA,
TQC,2023,program,member,Daniel Ranard,Massachusetts Institute of Technology,
TQC,2023,program,member,Patrick Rebentrost,National University of Singapore,
TQC,2023,program,member,Joschka Roffe,Free University Berlin,
TQC,2023,program,member,Jérémie Roland,Université Libre de Bruxelles,
TQC,2023,program,member,Cambyse Rouzé,Technical University of Munich,
TQC,2023,program,member,Daniel Stilck França,INRIA Lyon,
TQC,2023,program,member,David Sutter,IBM Research Zurich,
TQC,2023,program,member,Ryuji Takagi,Nanyang Technological University,
TQC,2023,program,member,Yu Tong,California Institute of Technology,
TQC,2023,program,co_chair,Michael Walter,Ruhr Universität Bochum,Co-Chair
TQC,2023,program,member,John van de Wetering,University of Oxford,
TQC,2023,program,member,Takashi Yamakawa,NTT Tokyo,
TQC,2023,program,member,Leo Zhou,California Institute of Technology,
