venue,year,field,value,source_type,source_url,source_date,notes
QCRYPT,2023,talk_submissions,106,slides,2023/slides/QCrypt2023_PC_Report.pdf,2023,
QCRYPT,2023,talks_accepted,33,slides,2023/slides/QCrypt2023_PC_Report.pdf,2023,"36 of 106 including mergers"
QCRYPT,2023,acceptance_rate,34,slides,2023/slides/QCrypt2023_PC_Report.pdf,2023,"36/106 overall"
QCRYPT,2023,posters_accepted,104,slides,2023/slides/QCrypt2023_LC_Report.pdf,2023,
QCRYPT,2023,countries_represented,24,slides,2023/slides/QCrypt2023_LC_Report.pdf,2023,
QCRYPT,2023,registered_participants,206,slides,2023/slides/QCrypt2023_LC_Report.pdf,2023,"Student: 79, Non-student: 117, Industry/Sponsor: 10, Regular: 62"
QCRYPT,2023,slide:PC chair report,https://qcrypt.iaqi.org/2023/slides/QCrypt2023_PC_Report.pdf,slides,,2023,
QCRYPT,2023,slide:local organizers report,https://qcrypt.iaqi.org/2023/slides/QCrypt2023_LC_Report.pdf,slides,,2023,
