venue,year,committee_type,position,full_name,affiliation,role_title
QIP,1998,program,member,Charles Bennett,T. J. Watson,
QIP,1998,program,member,André Berthiaume,Depaul University,
QIP,1998,program,member,Richard Cleve,University of Calgary,
QIP,1998,program,chair,Ivan Damgård,BRICS,
QIP,1998,program,member,Lov Grover,Lucent Technologies,
QIP,1998,program,member,Peter Høyer,Odense University,
QIP,1998,program,member,Louis Salvail,BRICS,
QIP,1998,program,member,Umesh Vazirani,Berkeley,
QIP,1998,organizing,member,Joan Boyar,Odense University,
QIP,1998,organizing,member,Janne Kroun Christensen,BRICS,
QIP,1998,organizing,member,Ivan Damgård,BRICS,
QIP,1998,organizing,member,Gudmund Frandsen,BRICS,
QIP,1998,organizing,member,Karen Kjær Møller,BRICS,
QIP,1998,organizing,member,Erik M. Schmidt,BRICS,
