venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2014,program,member,Andris Ambainis,"University of Latvia, Latvia",
QIP,2014,program,member,Robin Blume-Kohout,"Sandia National Laboratories & University of New Mexico, USA",
QIP,2014,program,member,Fernando Brandao,"University College London, United Kingdom",
QIP,2014,program,member,Anne Broadbent,"University of Ottawa  & University of Waterloo, Canada",
QIP,2014,program,member,Giulio Chiribella,"Tsinghua University, China",
QIP,2014,program,member,Richard Cleve,"University of Waterloo, Canada",
QIP,2014,program,member,Wim van Dam,"University of California, Santa Barbara, USA",
QIP,2014,program,member,Andrew Doherty,"University of Sydney, Australia",
QIP,2014,program,member,Steven Flammia,"University of Sydney, Australia",
QIP,2014,program,member,Rahul Jain,"National University of Singapore, Singapore",
QIP,2014,program,member,Elham Kashefi,"University of Edinburgh, United Kingdom",
QIP,2014,program,member,Barbara Kraus,"University of Innsbruck, Austria",
QIP,2014,program,member,Will Matthews,"University of Cambridge, United Kingdom",
QIP,2014,program,member,Markus Müller,"Heidelberg University, Germany",
QIP,2014,program,member,Daniel Nagaj,"University of Vienna, Austria",
QIP,2014,program,member,Ashwin Nayak,"University of Waterloo, Canada",
QIP,2014,program,member,Tobias Osborne,"Leibniz University of Hannover, Germany",
QIP,2014,program,chair,Renato Renner,"ETH Zurich, Switzerland",Program Chair
QIP,2014,program,member,Norbert Schuch,"RWTH Aachen, Germany",
QIP,2014,program,member,Graeme Smith,"IBM T.J. Watson Research Center, USA",
QIP,2014,program,member,Thomas Vidick,"Newton Institute, Cambridge, United Kingdom & National University of Singapore, Singapore",
QIP,2014,program,member,Ronald de Wolf,"CWI & University of Amsterdam, The Netherlands",
QIP,2014,program,member,Michael Wolf,"TU Munich, Germany",
QIP,2014,steering,member,Antonio Acín,ICFO,
QIP,2014,steering,member,Emilio Bagan,UAB,
QIP,2014,steering,member,Runyao Duan,UTS,
QIP,2014,steering,member,Aram Harrow,"MIT, USA",
QIP,2014,steering,member,Matthew B. Hastings,MRS Q,
QIP,2014,steering,member,Patrick Hayden,McGill U.,
QIP,2014,steering,member,Richard Jozsa,DAMTP,
QIP,2014,steering,member,Julia Kempe,TAU,
QIP,2014,steering,member,David Poulin,U. Sherbrooke,
QIP,2014,steering,member,Stephanie Wehner,CQT,
QIP,2014,local_organizing,member,Antonio Acín,ICFO,
QIP,2014,local_organizing,member,Emilio Bagan,UAB,
QIP,2014,local_organizing,member,Antonio Acín (ICFO),Chair,
QIP,2014,local_organizing,member,Emilio Bagan (UAB),Chair,
QIP,2014,local_organizing,member,John Calsamiglia,UAB,
QIP,2014,local_organizing,member,José Ignacio Latorre,UB,
QIP,2014,local_organizing,member,Maciej Lewenstein,ICFO,
QIP,2014,local_organizing,member,Ramón Muñóz-Tapia,UAB,
QIP,2014,local_organizing,member,Anna Sanpera,UAB,
QIP,2014,local_organizing,member,Andreas Winter,UAB,
