venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2021,program,member,Barbara Amaral,Universidade de São Paulo,
TQC,2021,program,member,Anurag Anshu,"University of California, Berkeley",
TQC,2021,program,member,Srinivasan Arunachalam,IBM T. J. Watson Research Center,
TQC,2021,program,member,Juani Bermejo-Vega,University of Granada,
TQC,2021,program,member,Hao-Chung Cheng,National Taiwan University,
TQC,2021,program,member,Giulio Chiribella,"QICI, The University of Hong Kong",
TQC,2021,program,member,Patrick Coles,Los Alamos National Laboratory,
TQC,2021,program,member,Matthew Coudron,NIST/UMD,
TQC,2021,program,member,Yfke Dulek,"QuSoft / CWI, Amsterdam",
TQC,2021,program,member,Bill Fefferman,University of Chicago,
TQC,2021,program,member,Christoph Hirche,Københavns Universitet,
TQC,2021,program,chair,Min-Hsiu Hsieh,Hon Hai Quantum Computing Center,Chair
TQC,2021,program,member,Rahul Jain,National University of Singapore,
TQC,2021,program,member,Anna Jenčová,Slovak Academy of Sciences,
TQC,2021,program,member,Maria Kieferova,University of Technology Sydney,
TQC,2021,program,member,Isaac Kim,University of Sydney,
TQC,2021,program,member,Ludovico Lami,Universität Ulm,
TQC,2021,program,member,Felix Leditzky,University of Illinois at Urbana-Champaign,
TQC,2021,program,member,Anthony Leverrier,Inria,
TQC,2021,program,member,Guang-Hao Low,Microsoft,
TQC,2021,program,member,Chandrashekar C M,Institute of Mathematical Sciences,
TQC,2021,program,member,Xiongfeng Ma,Tsinghua University,
TQC,2021,program,member,Tomoyuki Morimae,Kyoto University,
TQC,2021,program,member,Anand Natarajan,MIT,
TQC,2021,program,member,Miguel Navascues,IQOQI Vienna,
TQC,2021,program,member,Yingkai Ouyang,National University of Singapore,
TQC,2021,program,member,Dave Touchette,Université de Sherbrooke,
TQC,2021,program,member,Anna Vershynina,University of Houston,
TQC,2021,program,member,Julio I. de Vicente,Universidad Carlos III de Madrid,
TQC,2021,program,member,Mischa Woods,ETH,
TQC,2021,program,member,Penghui Yao,Nanjing University,
TQC,2021,program,member,Jon Yard,IQC/Perimeter Institute,
TQC,2021,program,member,Quntao Zhuang,University of Arizona,
TQC,2021,local_organizing,chair,Andris Ambainis,Latvia,Chair
TQC,2021,local_organizing,member,Kaspars Čikste,Latvia,
TQC,2021,local_organizing,member,Juris Smotrovs,Latvia,
TQC,2021,local_organizing,member,Aleksandrs Rivoss,Latvia,
TQC,2021,local_organizing,member,Jelena Glušakova,Latvia,
TQC,2021,local_organizing,member,Dace Šostaka,Latvia,
TQC,2021,local_organizing,member,Jevgēnijs Vihrovs,Latvia,
TQC,2021,local_organizing,member,Jānis Iraids,Latvia,
TQC,2021,local_organizing,member,Mārtiņš Kālis,Latvia,
TQC,2021,local_organizing,member,Mārtiņš Kokainis,Latvia,
TQC,2021,steering,member,Gorjan Alagic,Maryland,
TQC,2021,steering,member,Andris Ambainis,Latvia,
TQC,2021,steering,member,Anne Broadbent,uOttawa,
TQC,2021,steering,member,Eric Chitambar,UIUC,
TQC,2021,steering,member,Steven Flammia,AWS,
TQC,2021,steering,chair,Stacey Jeffery,QuSoft & CWI,Chair
TQC,2021,steering,member,Laura Mančinska,Copenhagen,
TQC,2021,steering,member,Marco Tomamichel,NUS,
