venue,year,paper_type,title,speaker,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
QIP,2024,tutorial,Quantum Chemistry,Garnet Chan,Garnet Chan,,,,,https://www.youtube.com/watch?v=BaC1iMV4h70,,,yt_match=0.87,2024-01-13,,
QIP,2024,tutorial,Quantum Algorithms,Robin Kothari,Robin Kothari,,,,,https://www.youtube.com/watch?v=4jJswyS9ieg,,,yt_match=0.87,2024-01-14,,
QIP,2024,tutorial,The NLTS Theorem and the Quantum PCP Conjecture,Anurag Anshu,Anurag Anshu,,,,,https://www.youtube.com/watch?v=P0hBPFQqAT8,,,yt_match=0.91,2024-01-13,,
QIP,2024,tutorial,Quantum Cryptography,Anne Broadbent,Anne Broadbent,,,,,https://www.youtube.com/watch?v=T6FO3I9q6G8,,,yt_match=0.87,2024-01-14,,
QIP,2024,invited,Logical quantum processor based on reconfigurable atom arrays,Dolev Bluvstein,Dolev Bluvstein,,,,,https://www.youtube.com/watch?v=5X4FkOdDQQU,,,yt_match=0.93,2024-01-15,09:30,60
QIP,2024,invited,Challenges and Capabilities of Quantum Computing,Fernando Brandao,Fernando Brandao,,,,,,,,talk canceled,2024-01-17,11:00,60
QIP,2024,invited,Learning quantum Hamiltonians at any temperature in polynomial time,Ainesh Bakshi,Ainesh Bakshi;Allen Liu;Ankur Moitra;Ewin Tang,,,,,https://www.youtube.com/watch?v=D4Yu-sqLNrk,,,yt_match=0.78,2024-01-18,09:00,60
QIP,2024,plenary_long,Clustering of conditional mutual information and quantum Markov structure at arbitrary temperatures,Tomotaka Kuwahara,Tomotaka Kuwahara,,,,,https://www.youtube.com/watch?v=HhAs9xcdRVw,,,yt_match=0.71,2024-01-18,11:00,60
QIP,2024,plenary_long,Unitary Complexity and the Uhlmann Transformation Problem,John Bostanci,John Bostanci;Yuval Efron;Tony Metger;Alexander Poremba;Luowen Qian;Henry Yuen,,,,,https://www.youtube.com/watch?v=kb-zqj3UMG0,,,yt_match=0.76,2024-01-16,09:00,60
QIP,2024,plenary_long,Universal embezzlers,Lauritz van Luijk,Lauritz van Luijk;Alexander Stottmeister;Reinhard F. Werner;Henrik Wilming,,,,,https://www.youtube.com/watch?v=XxTFHdrJZBw,,,yt_match=0.75,2024-01-17,09:00,60
QIP,2024,plenary_short,High-threshold and low-overhead fault-tolerant quantum memory,Sergey Bravyi,Sergey Bravyi;Andrew Cross;Jay Gambetta;Dmitri Maslov;Patrick Rall;Theodore Yoder,,,,,https://www.youtube.com/watch?v=ZbeeoJrGXPE,,,yt_match=0.78,2024-01-15,11:00,30
QIP,2024,plenary_short,Computational Entanglement Theory,Rotem Arnon-Friedman,Rotem Arnon-Friedman;Zvika Brakerski;Thomas Vidick,,,,,https://www.youtube.com/watch?v=YuaPspwKIEo,,,yt_match=0.74,2024-01-18,10:00,30
QIP,2024,plenary_short,Learning shallow quantum circuits,Hsin-Yuan Huang,Hsin-Yuan Huang;Yunchao Liu;Michael Broughton;Isaac Kim;Anurag Anshu;Zeph Landau;Jarrod McClean,,,,,https://www.youtube.com/watch?v=iwVgTihWr2c,,,yt_match=0.89,2024-01-19,11:30,30
QIP,2024,plenary_short,An efficient quantum parallel repetition theorem and applications,John Bostanci,John Bostanci;Luowen Qian;Nicholas Spooner;Henry Yuen,,,,,https://www.youtube.com/watch?v=9-HEL8mWHvY,,,yt_match=0.92,2024-01-19,10:00,30
QIP,2024,plenary_short,Robust sparse IQP sampling in constant depth,Louis Paletta,Louis Paletta;Christophe Vuillot;Mazyar Mirrahimi;Anthony Leverrier;Alain Sarlette,,,,,https://www.youtube.com/watch?v=HykVhQHOnuU,,,yt_match=0.92,2024-01-16,10:00,30
QIP,2024,plenary_short,An Exponential Separation Between Quantum Query Complexity and the Polynomial Degree,Andris Ambainis,Andris Ambainis;Aleksandrs Belovs,,,,,https://www.youtube.com/watch?v=MZv-xMSIeUc,,,yt_match=0.80,2024-01-15,11:30,30
QIP,2024,plenary_short,Exponential quantum speedup in simulating coupled classical oscillators,Rolando Somma,Rolando Somma;Ryan Babbush;Dominic Berry;Robin Kothari;Nathan Wiebe,,,,,https://www.youtube.com/watch?v=kjSFYFcQk8I,,,yt_match=0.78,2024-01-16,11:30,30
QIP,2024,plenary_short,Quantum Thermal State Preparation,Chi-Fang Chen,Chi-Fang Chen;Michael Kastoryano;Fernando Brandao;András Gilyén,,,,,https://www.youtube.com/watch?v=DrPhUwqjL9U,,,yt_match=0.89,2024-01-19,11:00,30
QIP,2024,plenary_short,A new operator extension of strong subadditivity of quantum entropy,Ting-Chun Lin,Ting-Chun Lin;Isaac Kim;Min-Hsiu Hsieh,,,,,https://www.youtube.com/watch?v=zXcCPjLPauY,,,yt_match=0.92,2024-01-17,10:00,30
QIP,2024,plenary_short,Layer Codes: Saturating the BPT Bound in 3D,Dominic Williamson,Dominic Williamson;Nouédyn Baspin,,,,,https://www.youtube.com/watch?v=DBqsG73lk8M,,,yt_match=0.77,2024-01-16,11:00,30
QIP,2024,regular,Public-key pseudoentanglement and the hardness of learning ground state entanglement structure,Adam Bouland,Adam Bouland;Bill Fefferman;Soumik Ghosh;Tony Metger;Umesh Vazirani;Chenyi Zhang;Zixin Zhou,,,,,https://www.youtube.com/watch?v=siteV28Fb1U,,,yt_match=0.61,,,
QIP,2024,regular,Generalised group designs: overcoming the 3-design-barrier and constructing novel 2-designs in arbitrary dimensions,Ágoston Kaposi,Ágoston Kaposi;Zoltán Kolarovszki;Adrian Solymos;Zoltán Zimborás,,,,,https://www.youtube.com/watch?v=sgWnnSseVV8,,,yt_match=0.64,,,
QIP,2024,regular,Learning quantum Hamiltonians at any temperature in polynomial time,Ainesh Bakshi,Ainesh Bakshi;Allen Liu;Ankur Moitra;Ewin Tang,,,,,,,,,,,
QIP,2024,regular,A One-Query Lower Bound for Unitary Synthesis and Breaking Quantum Cryptography,Alex Lombardi,Alex Lombardi;Fermi Ma;John Wright,,,,,https://www.youtube.com/watch?v=GuMmxkn93mc,,,yt_match=0.80,,,
QIP,2024,regular,Relating non-local computation to information theoretic cryptography,Alex May,Alex May;Rene Allerstorfer;Harry Buhrman;Florian Speelman;Philip Verduyn Lunel,,,,,https://www.youtube.com/watch?v=bJidTjwnBPI,,,yt_match=0.92,,,
QIP,2024,regular,The advantage of quantum control in many-body Hamiltonian learning,Alicja Dutkiewicz,Alicja Dutkiewicz;Thomas O'Brien;Thomas Schuster,,,,,https://www.youtube.com/watch?v=LAzBd8rWSJw,,,yt_match=0.92,,,
QIP,2024,regular,A distribution testing oracle separating QMA and QCMA,Anand Natarajan,Anand Natarajan;Chinmay Nirkhe,,,,,https://www.youtube.com/watch?v=805D1xiTBcI,,,yt_match=0.91,,,
