venue,year,committee_type,position,full_name,affiliation,role_title
QCRYPT,2025,organizing,chair,Jian-Wei Pan,University of Science and Technology of China,Honorary Chair
QCRYPT,2025,organizing,member,Cheng-Lin Li,University of Science and Technology of China,
QCRYPT,2025,organizing,co_chair,Feihu Xu,University of Science and Technology of China,
QCRYPT,2025,organizing,co_chair,Qiang Zhang,University of Science and Technology of China,
QCRYPT,2025,organizing,chair,Sheng-Kai Liao,University of Science and Technology of China,
QCRYPT,2025,organizing,co_chair,Yuan Cao,University of Science and Technology of China,
QCRYPT,2025,organizing,member,Yu-Huai Li,University of Science and Technology of China,
QCRYPT,2025,steering,member,Charles Lim,National University of Singapore,
QCRYPT,2025,steering,member,Dakshita Khurana,University of Illinois Urbana-Champaign,
QCRYPT,2025,steering,member,Davide Bacco,University of Florence,
QCRYPT,2025,steering,co_chair,Davide Rusca,University of Vigo,
QCRYPT,2025,steering,member,Feihu Xu,University of Science and Technology of China,
QCRYPT,2025,steering,member,Kai-Min Chung,"IIS, Academia Sinica",
QCRYPT,2025,steering,member,Li Qian,University of Toronto,
QCRYPT,2025,steering,chair,Marco Lucamarini,University of York,
QCRYPT,2025,steering,member,Rotem Arnon-Friedman,Weizmann Institute of Science,
QCRYPT,2025,program,chair,Chris Majenz,Technical University of Denmark,
QCRYPT,2025,program,co_chair,Eleni Diamanti,"LIP6, CNRS and Sorbonne University",
QCRYPT,2025,program,member,Alessandro Fedrizzi,"Heriot-Watt University, UK",
QCRYPT,2025,program,member,Alexander Ling,National University of Singapore,
QCRYPT,2025,program,member,Anthony Martin,"Unversité de la Côte d'Azur, France",
QCRYPT,2025,program,member,Bing Qi,"NYU Shanghai, China",
QCRYPT,2025,program,member,Charles Lim,"JPMorganChase, USA",
QCRYPT,2025,program,member,Cosmo Lupo,"Politecnico di Bari, Italy",
QCRYPT,2025,program,member,Djeylan Aktas,"Slovak Academy of Sciences, Slovakia",
QCRYPT,2025,program,member,Eric Culf,"University of Waterloo, Canada",
QCRYPT,2025,program,member,Fang Song,"Portland State University, USA",
QCRYPT,2025,program,member,Félix Bussières,"ID Quantique, Switzerland",
QCRYPT,2025,program,member,Frédéric Dupuis,"University of Montreal, Canada",
QCRYPT,2025,program,member,George Kanellos,"National and Kapodistrian University of Athens, Greece",
QCRYPT,2025,program,member,Giulio Malavolta,"Bocconi University, Italy",
QCRYPT,2025,program,member,Ian George,National University of Singapore,
QCRYPT,2025,program,member,Lai Zhou,"Beijing Academy of Quantum Information Sciences, China",
QCRYPT,2025,program,member,Mariana Ramos,"Austrian Institute of Technology, Austria",
QCRYPT,2025,program,member,Mate Farkas,"University of York, UK",
QCRYPT,2025,program,member,Mateus Araújo,"University of Valladolid, Spain",
QCRYPT,2025,program,member,Mathieu Bozzio,"University of Vienna, Austria",
QCRYPT,2025,program,member,Patrick Struck,"University of Konstanz, Germany",
QCRYPT,2025,program,member,Prabhanjan Ananth,"University of California, Santa Barbara, USA",
QCRYPT,2025,program,member,Ramona Wolf,"University of Siegen, Germany",
QCRYPT,2025,program,member,Stefano Pironio,"Université libre de Bruxelles, Belgium",
QCRYPT,2025,program,member,Takashi Yamakawa,"NTT, Japan",
QCRYPT,2025,program,member,Thomas Jennewein,"Simon Fraser University, Canada",
QCRYPT,2025,program,member,Tobias Gehring,Technical University of Denmark,
QCRYPT,2025,program,member,Tomoyuki Morimae,"Kyoto Univerisity, Japan",
