venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2011,program,member,Andris Ambainis,University of Latvia,
QIP,2011,program,member,Steve Bartlett,University of Sydney,
QIP,2011,program,member,Sergey Bravyi,IBM,
QIP,2011,program,member,Wim van Dam,UC Santa Barbara,
QIP,2011,program,chair,Daniel Gottesman,Perimeter Institute,
QIP,2011,program,member,Pawel Horodecki,Gdansk University of Technology,
QIP,2011,program,member,Iordanis Kerenidis,Universite Paris-Sud,
QIP,2011,program,member,Hirotada Kobayashi,National Institute of Informatics,
QIP,2011,program,member,Robert Koenig,Caltech,
QIP,2011,program,member,Barbara Kraus,University of Innsbruck,
QIP,2011,program,member,Mio Murao,University of Tokyo,
QIP,2011,program,member,Peter Shor,MIT,
QIP,2011,program,member,Graeme Smith,IBM,
QIP,2011,program,member,Frank Verstraete,University of Vienna,
QIP,2011,program,member,Michael Wolf,Niels Bohr Institute,
QIP,2011,steering,member,Dorit Aharonov,Hebrew University of Jerusalem,
QIP,2011,steering,member,Ignacio Cirac,"MPQ, Garching",
QIP,2011,steering,member,Eddie Farhi,MIT,
QIP,2011,steering,member,Renato Renner,ETH Zurich,
QIP,2011,steering,member,Louis Salvail,Universite de Montreal,
QIP,2011,steering,member,Barbara M. Terhal,RWTH Aachen,
QIP,2011,steering,member,John Watrous,University of Waterloo,
QIP,2011,steering,chair,Andreas Winter,"University of Bristol / CQT, NUS",
QIP,2011,steering,member,Andrew Chi-Chih Yao,Tsinghua University,
QIP,2011,local_organizing,member,Cédric Bény,Poster Session,
QIP,2011,local_organizing,member,Rahul Jain,Local Arrangement and Social Events,
QIP,2011,local_organizing,member,Hartmut Klauck,Tutorials,
QIP,2011,local_organizing,member,Kwek Leong Chuan,Sponsorship,
QIP,2011,local_organizing,member,Darwin Gosal,Webmaster,
QIP,2011,local_organizing,member,Markus Grassl,Outreach and Publicity,
QIP,2011,local_organizing,member,Ethan Lim,Webmaster,
QIP,2011,local_organizing,member,Matthew Mckague,Tutorials,
QIP,2011,local_organizing,member,Ciara Morgan,Conference Booklet,
QIP,2011,local_organizing,member,Tomasz Paterek,Rump Session,
QIP,2011,local_organizing,member,Miklos Santha,Advisor,
QIP,2011,local_organizing,member,Stephanie Wehner,Rump Session,
QIP,2011,local_organizing,member,Andreas Winter,Coordinator,
