venue,year,paper_type,title,speaker,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
QIP,2011,plenary,"An efficient test for product states, with applications to quantum Merlin-Arthur games",Ashley Montanaro,Ashley Montanaro,,,1001.0017,abstract/1001.0017p.pdf,movie.php@id=1001.0017.html,,,,2011-01-10,09:30,50
QIP,2011,invited,Parallel repetition of entangled games,Thomas Vidick,Julia Kempe;Thomas Vidick,,,1012.4728,abstract/1012.4728p.pdf,movie.php@id=1012.4728.html,,,,2011-01-10,10:50,30
QIP,2011,regular,Quantum interactive proofs with weak error bounds,Tsuyoshi Ito,Tsuyoshi Ito;Hirotada Kobayashi;John Watrous,,,1012.4427,abstract/1012.4427p.pdf,movie.php@id=1012.4427.html,,,,2011-01-10,11:25,20
QIP,2011,regular,Quantum strategic game theory,Shengyu Zhang,Shengyu Zhang,,,1012.5141,abstract/1012.5141p.pdf,movie.php@id=1012.5141.html,,,,2011-01-10,11:50,20
QIP,2011,plenary,Synthesis of complex microwave photon states with superconducting qubits,John Martinis,John Martinis,,,1011.2862;1011.0105;0906.4547,abstract/1011.0105p.pdf,movie.php@id=1011.0105.html,,,,2011-01-10,14:00,50
QIP,2011,regular,The 2D AKLT state is universal for measurement-based quantum computation,Tzu-Chieh Wei,Tzu-Chieh Wei;Ian Affleck;Robert Raussendorf (UBC); Akimasa Miyake (PI),,,1009.2840;1009.3491,abstract/1009.2840p.pdf,movie.php@id=1009.2840.html,,,,2011-01-10,14:55,20
QIP,2011,regular,Quantum simulation of time-dependent Hamiltonians and the convenient illusion of Hilbert space,David Poulin,David Poulin;Angie Qarry;Rolando Somma;Frank Verstraete,,,,abstract/158p.pdf,movie.php@id=158.html,,,,2011-01-10,15:45,20
QIP,2011,regular,Isotropic entanglement,Ramis Movassagh,Ramis Movassagh;Alan Edelman,,,1012.5039,abstract/1012.5039p.pdf,movie.php@id=1012.5039.html,,,,2011-01-10,16:10,20
QIP,2011,regular,Information propagation for interacting particle systems,Norbert Schuch,Sarah Harrison;Norbert Schuch;Tobias Osborne;Jens Eisert,,,1010.4576,abstract/1010.4576p.pdf,movie.php@id=1010.4576.html,,,,2011-01-10,16:35,20
QIP,2011,plenary,Quantum one-way communication can be exponentially stronger than classical communication,Oded Regev,Oded Regev,,,1009.3640,abstract/1009.3640p.pdf,movie.php@id=1009.3640.html,,,,2011-01-11,09:00,50
QIP,2011,regular,On the additive and multiplicative adversary methods,Loïck Magnin,Loïck Magnin;Martin Roetteler;Jérémie Roland,,,1012.2112,abstract/1012.2112p.pdf,movie.php@id=1012.2112.html,,,,2011-01-11,09:55,20
QIP,2011,invited,Near-optimal and explicit Bell inequality violations,Giannicola Scarpa,Harry Buhrman;Oded Regev;Giannicola Scarpa;Ronald de Wolf,,,1012.5043,abstract/1012.5043p.pdf,movie.php@id=1012.5043.html,,,,2011-01-11,10:45,30
QIP,2011,regular,Large violation of Bell inequalities with low entanglement,Carlos Palazuelos,Marius Junge;Carlos Palazuelos,,,1007.3043,abstract/1007.3043p.pdf,movie.php@id=1007.3043.html,,,,2011-01-11,11:20,20
QIP,2011,regular,Tsirelson's problem and Kirchberg's conjecture,Tobias Fritz,Tobias Fritz,,,1008.1168,abstract/1008.1168p.pdf,movie.php@id=1008.1168.html,,,,2011-01-11,11:45,20
QIP,2011,regular,(Non-)Contextuality of physical theories as an axiom,Simone Severini,Adán Cabello;Simone Severini;Andreas Winter,,,1010.2163,abstract/1010.2163p.pdf,movie.php@id=1010.2163.html,,,,2011-01-11,14:00,20
QIP,2011,invited,The uncertainty principle determines the non-locality of quantum mechanics,Stephanie Wehner,Jonathan Oppenheim;Stephanie Wehner,,,1004.2507,abstract/1004.2507p.pdf,movie.php@id=1004.2507.html,,,,2011-01-11,14:25,30
QIP,2011,invited,Finding is as easy as detecting for quantum walks,Jérémie Roland,Hari Krovi;Frédéric Magniez;Maris Ozols;Jérémie Roland,,,1002.2419,abstract/1002.2419p.pdf,movie.php@id=1002.2419.html,,,,2011-01-11,15:30,30
QIP,2011,regular,On the solution space of quantum 2-SAT problems,Xie Chen,Jianxin Chen;Xie Chen;Runyao Duan;Zhengfeng Ji;Zhaohui Wei;Bei Zeng,,,1004.3787;1010.2480,abstract/1004.3787p.pdf,movie.php@id=1004.3787.html,,,,2011-01-11,16:05,20
QIP,2011,regular,Quantum query complexity of minor-closed graph properties,Robin Kothari,Andrew Childs;Robin Kothari,,,1011.1443,abstract/1011.1443p.pdf,movie.php@id=1011.1443.html,,,,2011-01-11,16:30,20
QIP,2011,regular,Exponential quantum speed-ups are generic,Fernando Brandão,Fernando Brandão;Michał Horodecki,,,1010.3654,abstract/1010.3654p.pdf,movie.php@id=1010.3654.html,,,,2011-01-11,16:55,20
QIP,2011,plenary,Topological quantum order: stability under local perturbations,Sergey Bravyi,Sergey Bravyi,,,1001.0344;1001.4363,abstract/1001.0344p.pdf,movie.php@id=1001.0344.html,,,,2011-01-12,09:00,50
QIP,2011,regular,Topological implications in quantum tomography,David Reeb,Teiko Heinosaari;Michael Wolf. Talk presented by David Reeb,,,,abstract/136p.pdf,movie.php@id=136.html,,,,2011-01-12,09:55,20
QIP,2011,invited,Catalysis and activation of magic states in fault tolerant architectures,Earl Campbell,Earl Campbell,,,1010.0104,abstract/1010.0104p.pdf,movie.php@id=1010.0104.html,,,,2011-01-12,10:45,30
