venue,year,paper_type,title,speaker,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
QIP,2010,invited,,Umesh Vazirani,Umesh Vazirani,,,,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-47e88068-5873-4a3a-9edd-cb5e3c98e939,,,,2010-01-18,09:25,55
QIP,2010,regular,The quantum and classical complexity of translationally invariant tiling and Hamiltonian problems,Daniel Gottesman,Daniel Gottesman;Sandy Irani,,,0905.2419,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-44f918ed-3c1d-4f31-b97e-f16d6aac9322,,,,2010-01-18,10:55,30
QIP,2010,regular,On the power of a unique quantum witness,Iordanis Kerenidis,Rahul Jain;Iordanis Kerenidis;Greg Kuperberg;Miklos Santha;Or Sattath;and Shengyu Zhang,,,0906.4425,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-011ebc6a-a35a-4ca4-88d9-240ad71e2846,,,,2010-01-18,11:30,20
QIP,2010,regular,A full characterization of quantum advice,Scott Aaronson,Scott Aaronson;Andrew Drucker,,,1004.0377,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-e7eb0ca9-06b8-4b94-812a-3a7cc3c20948,,,,2010-01-18,11:55,20
QIP,2010,invited,QIP = PSPACE,Rahul Jain,Rahul Jain,,,0907.4737,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-75eecfe0-8d39-4357-9246-71842be53401,,,,2010-01-18,14:45,55
QIP,2010,regular,Random numbers certified by Bell’s theorem,Stefano Pironio,Antonio Acin;Antoine Boyer de la Giroday;Serge Massar;and Stefano Pironio,,,0911.3427,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-6d61e2e3-0346-42d9-b52e-79ff9f76b24e,,,,2010-01-18,15:45,20
QIP,2010,regular,Adiabatic gate teleportation,Steve Flammia,Dave Bacon;Steve Flammia,,,0905.0901,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-4a66c8e7-fff8-40ed-a0be-b902a21d8fdb,,,,2010-01-18,16:10,20
QIP,2010,invited,Span programs and quantum algorithms,Ben Reichardt,Ben Reichardt,,,0904.2759,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-5824551c-2665-4aa9-9561-34748c400cee,,,,2010-01-19,09:15,55
QIP,2010,regular,Non-commutative compressed sensing: theory and applications for quantum tomography,David Gross,David Gross;Yi-Kai Liu;Steven Flawatch|mmia;Stephen Becker;and Jens Eisert,,,0909.3304,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-e72d791d-5618-43ce-8f29-61edd23080c0,,,,2010-01-19,10:15,20
QIP,2010,regular,An efficient algorithm for finding Matrix Product ground states,Norbert Schuch,Norbert Schuch;J. Ignacio Cirac;Dorit Aharonov;Itai Arad;and Sandy Irani,,,0910.4264;0910.5055;0910.4264v1,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-40072816-9a0c-48a1-8313-809bd9754fa7,,,,2010-01-19,11:10,30
QIP,2010,regular,,Dominic W. Berry,Dominic W. Berry;Andrew M. Childs The query complexity of Hamiltonian simulation;unitary implementation abstract | watch | arXiv:0910.4157,,,0910.4157,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-c57d4b97-c4d7-4be0-84f8-11c1a4caebb4,,,,2010-01-19,11:45,20
QIP,2010,regular,,Maarten Van den Nest,Maarten Van den Nest Simulating quantum computers with probabilistic methods abstract | watch | arXiv:0911.1624,,,0911.1624,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-54a5b738-4dc5-4a25-a65d-155ab8488d91,,,,2010-01-19,12:10,20
QIP,2010,invited,Simulation of fermionic lattice models in two dimensions with tensor network algorithms,Philippe Corboz,Philippe Corboz,,,0912.0646,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-1f749be3-655e-4238-b1da-dad28b6384ea&autostart=false,,,,2010-01-19,15:00,55
QIP,2010,regular,Adiabatic quantum optimization fails for random instances of NP-complete problems,Hari Krovi,Boris Altshuler;Hari Krovi;and Jérémie Roland,,,0908.2782,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-c7585e0a-3453-4043-b4ae-92fb6a5c16be,,,,2010-01-19,16:00,20
QIP,2010,regular,Quantum metropolis sampling,Kristan Temme,Kristan Temme;Tobias Osborne;Karl Gerd Vollbrecht;David Poulin;and Frank Verstraete,,,0911.3635,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-fde59b72-fbea-4c22-b3db-f2875125bd2b,,,,2010-01-19,16:55,30
QIP,2010,regular,Tradeoffs for reliable quantum information storage in 2D systems,Sergey Bravyi,Sergey Bravyi;David Poulin;and Barbara Terhal,,,0909.5200,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-9a8662d6-2136-432e-bf66-465e4dea9116,,,,2010-01-19,17:30,20
QIP,2010,invited,Quantum coin flipping,André Chailloux,André Chailloux,,,0904.1511,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-12aaa23c-7d75-4149-b1eb-8a4a8cb4a645,,,,2010-01-20,09:00,55
QIP,2010,regular,Highly entangled states with almost no secrecy,Andreas Winter,Matthias Christandl;Norbert Schuch;and Andreas Winter,,,0910.4151,,http://www.multimedia.ethz.ch/conferences/2010/qip/?doi=10.3930/ETHZ/AV-635fb99a-2ffb-4c5f-9a7c-538bbd2ea715,,,,2010-01-20,10:00,20
