venue,year,field,value,source_type,source_url,source_date,notes
QIP,2010,talk_submissions,168,conference_website,2010/index.html,,"plus ~80 poster-only submissions"
QIP,2010,talks_accepted,34,conference_website,2010/index.html,,
QIP,2010,acceptance_rate,20,conference_website,2010/index.html,,"roughly 20% (34 talks)"
QIP,2010,posters_accepted,140,conference_website,2010/index.html,,
