venue,year,paper_type,title,speakers,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,youtube_id,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
TQC,2018,invited,Invited talk by Michelle Simmons,Michelle Simmons,Michelle Simmons,UNSW,,,,,,Invited,,Invited speaker; affiliation: UNSW; source_type=claude_extraction; source=wayback,,,
TQC,2018,invited,Invited talk by Joe Fitzsimons,Joe Fitzsimons,Joe Fitzsimons,SUTD and CQT,,,,,,Invited,,Invited speaker; affiliation: SUTD and CQT; source_type=claude_extraction; source=wayback,,,
TQC,2018,invited,Invited talk by Adam Bouland,Adam Bouland,Adam Bouland,UC Berkeley,,,,,,Invited,,Invited speaker; affiliation: UC Berkeley; source_type=claude_extraction; source=wayback,,,
TQC,2018,invited,Invited talk by Hakop Pashayan,Hakop Pashayan,Hakop Pashayan,University of Sydney,,,,,,Invited,,Invited speaker; affiliation: University of Sydney; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Contextuality bounds the efficiency of classical simulation of quantum processes,Angela Karanjai; Joel Wallman; Stephen Bartlett,Angela Karanjai; Joel Wallman; Stephen Bartlett,,,,,,,Workshop track,,wix submission #11; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Locality-preserving logical operators in topological stabilizer codes,Paul Webster; Stephen Bartlett,Paul Webster; Stephen Bartlett,,,,,,,Workshop track,,wix submission #16; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Quantum algorithms to simulate many-body physics of correlated fermions,Zhang Jiang; Kevin Sung; Kostyantyn Kechedzhi; Vadim Smelyanskiy; Sergio Boixo,Zhang Jiang; Kevin Sung; Kostyantyn Kechedzhi; Vadim Smelyanskiy; Sergio Boixo,,,,,,,Workshop track,,wix submission #19; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Deep neural decoders for near term fault-tolerant experiments,Christopher Chamberland; Pooya Ronagh,Christopher Chamberland; Pooya Ronagh,,,,,,,Workshop track,,wix submission #21; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Approximate low-weight check codes and circuit lower bounds for noisy ground states,Chinmay Nirkhe; Umesh V. Vazirani; Henry Yuen,Chinmay Nirkhe; Umesh V. Vazirani; Henry Yuen,,,,,,,Workshop track,,wix submission #23; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Locality at the boundary implies gap in the bulk for 2D PEPS,Michael Kastoryano; Angelo Lucia; David Perez-Garcia,Michael Kastoryano; Angelo Lucia; David Perez-Garcia,,,,,,,Workshop track,,wix submission #31; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Quantum conditional relative entropy and quasi-factorization of the relative entropy,Ángela Capel; Angelo Lucia; David Perez-Garcia,Ángela Capel; Angelo Lucia; David Perez-Garcia,,,,,,,Workshop track,,wix submission #32; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,On the CNOT-complexity of CNOT-PHASE circuits,Matthew Amy; Parsiad Azimzadeh; Michele Mosca,Matthew Amy; Parsiad Azimzadeh; Michele Mosca,,,,,,,Workshop track,,wix submission #40; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Universal Qudit Hamiltonians,Stephen Piddock; Ashley Montanaro,Stephen Piddock; Ashley Montanaro,,,,,,,Workshop track,,wix submission #41; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Quantum Simulation of Electronic Structure with Linear Depth and Connectivity,Ian Kivlichan; Jarrod McClean; Nathan Wiebe; Craig Gidney; Alán Aspuru-Guzik; Garnet Chan; Ryan Babbush,Ian Kivlichan; Jarrod McClean; Nathan Wiebe; Craig Gidney; Alán Aspuru-Guzik; Garnet Chan; Ryan Babbush,,,,,,,Workshop track,,wix submission #46; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Learning phase transitions from dynamics,Evert van Nieuwenburg; Eyal Bairey; Gil Refael,Evert van Nieuwenburg; Eyal Bairey; Gil Refael,,,,,,,Workshop track,,wix submission #51; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Thermal States as Convex Combinations of Matrix Product States,Mario Berta; Fernando Brandao; Jutho Haegeman; Volkher Scholz; Frank Verstraete,Mario Berta; Fernando Brandao; Jutho Haegeman; Volkher Scholz; Frank Verstraete,,,,,,,Workshop track,,wix submission #62; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,A Complete Axiomatisation of the ZX-Calculus for Clifford+T Quantum Mechanics,Emmanuel Jeandel; Simon Perdrix; Renaud Vilmart,Emmanuel Jeandel; Simon Perdrix; Renaud Vilmart,,,,,,,Workshop track,,wix submission #65; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Advantages of versatile neural-network decoding for topological codes,Nishad Maskara; Aleksander Kubica; Tomas Jochym-O'Connor,Nishad Maskara; Aleksander Kubica; Tomas Jochym-O'Connor,,,,,,,Workshop track,,wix submission #66; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Hamiltonian Simulation by Uniform Spectral Amplification,Guang Hao Low; Isaac Chuang,Guang Hao Low; Isaac Chuang,,,,,,,Workshop track,,wix submission #68; workshop track; source_type=claude_extraction; source=wayback,,,
TQC,2018,regular,Quantum Channel Simulation and the Channel’s Smooth Max-Information,Kun Fang; Xin Wang; Marco Tomamichel; Mario Berta,Kun Fang; Xin Wang; Marco Tomamichel; Mario Berta,,,,,,,Workshop track,,wix submission #71; workshop track; source_type=claude_extraction; source=wayback,,,
