venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2018,steering,member,Anne Broadbent,U Ottawa,
TQC,2018,steering,member,Wim van Dam,UCSB,
TQC,2018,steering,member,Aram Harrow,MIT,
TQC,2018,steering,member,Yasuhito Kawano,"NTT, Tokyo",
TQC,2018,steering,member,Michele Mosca,IQC,
TQC,2018,steering,member,Martin Roetteler,Microsoft Research,
TQC,2018,steering,member,Simone Severini,UCL,
TQC,2018,steering,member,Mark M. Wilde,LSU,
TQC,2018,program,member,Miriam Backens,University of Oxford,
TQC,2018,program,member,Somshubhro Bandyopadhyay,"Bose Institute, Calcutta",
TQC,2018,program,member,Aleksandrs Belovs,University of Latvia,
TQC,2018,program,member,Dominic Berry,Macquarie University,
TQC,2018,program,member,Mario Berta,Imperial College,
TQC,2018,program,member,Ben Brown,University of Sydney,
TQC,2018,program,member,Andrew Childs,University of Maryland,
TQC,2018,program,member,Elizabeth Crosson,California Institute of Technology,
TQC,2018,program,member,David Elkouss,"QuTech, TU Delft",
TQC,2018,program,member,Philippe Faist,Caltech,
TQC,2018,program,member,Steven Flammia,University of Sydney,
TQC,2018,program,member,Keisuke Fujii,Kyoto University,
TQC,2018,program,member,François Le Gall,Kyoto University,
TQC,2018,program,member,Raul Garcia-Patron,ULB,
TQC,2018,program,member,David Gosset,IBM,
TQC,2018,program,member,David Gross,University of Cologne,
TQC,2018,program,member,Masahito Hayashi,Nagoya University / CQT NUS,
TQC,2018,program,member,Peter Høyer,University of Calgary,
TQC,2018,program,member,Rahul Jain,CQT NUS,
TQC,2018,program,chair,Stacey Jeffery,"QuSoft, CWI",
TQC,2018,program,member,Robin Kothari,Microsoft Research,
TQC,2018,program,member,Anthony Leverrier,Inria,
TQC,2018,program,member,Ke Li,Harbin Institute of Technology,
TQC,2018,program,member,Laura Mančinska,"QMATH, University of Copenhagen",
TQC,2018,program,member,Matthew McKague,Queensland University of Technology,
TQC,2018,program,member,Ashley Montanaro,University of Bristol,
TQC,2018,program,member,Pradeep Sarvepalli,IIT Madras,
TQC,2018,program,member,Jamie Sikora,Perimeter Institute,
TQC,2018,program,member,Fang Song,Portland State University,
TQC,2018,program,member,Thomas Vidick,California Institute of Technology,
TQC,2018,program,member,Michael Walter,"QuSoft, University of Amsterdam",
TQC,2018,program,member,Beni Yoshida,Perimeter Institute,
TQC,2018,program,member,Henry Yuen,Berkeley / Toronto,
TQC,2018,organizing,chair,Marco Tomamichel,University of Technology Sydney,Local Organising Committee chair
TQC,2018,organizing,chair,Christopher Ferrie,University of Technology Sydney,Local Organising Committee chair (QSML)
TQC,2018,organizing,member,Min-Hsiu Hsieh,University of Technology Sydney,
TQC,2018,organizing,member,Peter Rohde,University of Technology Sydney,
TQC,2018,organizing,member,Simon Devitt,University of Technology Sydney,
TQC,2018,organizing,member,Michael Bremner,University of Technology Sydney,
