venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2025,steering,member,Kai-Min Chung,Academia Sinica,
TQC,2025,steering,member,Steve Flammia,AWS Center for Quantum Computing,
TQC,2025,steering,member,Min-Hsiu Hsieh,Hon Hai (Foxconn),
TQC,2025,steering,member,Shelby Kimmel,Middlebury College,
TQC,2025,steering,chair,François Le Gall,Nagoya University,Chair
TQC,2025,steering,co_chair,Frederic Magniez,CNRS,Co-Chair
TQC,2025,steering,member,Kae Nemoto,OIST,
TQC,2025,steering,member,Lídia del Rio,Squids and University of Zurich,
TQC,2025,program,chair,Bill Fefferman,University of Chicago,Program Chair
TQC,2025,program,member,Simon Apers,Université Paris Cité,
TQC,2025,program,member,Aleksandrs Belovs,University of Latvia,
TQC,2025,program,member,Adam Bene Watts,University of Calgary,
TQC,2025,program,member,Michael Beverland,IBM Quantum,
TQC,2025,program,member,Nikolas Breuckmann,University of Bristol,
TQC,2025,program,member,Anne Broadbent,University of Ottawa,
TQC,2025,program,member,Anthony Chen,"Simons Institute, Berkeley",
TQC,2025,program,member,Matthias Christandl,University of Copenhagen,
TQC,2025,program,member,Andrea Coladangelo,University of Washington,
TQC,2025,program,member,Alexander Dalzell,Amazon,
TQC,2025,program,member,Abhinav Deshpande,IBM Quantum,
TQC,2025,program,member,Di Fang,Duke University,
TQC,2025,program,member,Omar Fawzi,Inria and École Normale Supérieure de Lyon,
TQC,2025,program,member,Sevag Gharibian,Paderborn University,
TQC,2025,program,member,Daniel Grier,University of California San Diego,
TQC,2025,program,member,Vojtech Havlicek,IBM Quantum,
TQC,2025,program,member,Jiaqing Jiang,Caltech,
TQC,2025,program,member,Tamara Kohler,Stanford,
TQC,2025,program,member,Aleksander Kubica,Yale,
TQC,2025,program,member,Richard Kueng,Johannes Kepler University Linz,
TQC,2025,program,member,Srijita Kundu,University of Waterloo,
TQC,2025,program,member,Ludovico Lami,"Scuola Normale Superiore, Pisa",
TQC,2025,program,member,Cécilia Lancien,Institut Fourier Grenoble and CNRS,
TQC,2025,program,member,Nicholas Laracuente,Indiana University Bloomington,
TQC,2025,program,member,Felix Leditzky,University of Illinois Urbana-Champaign,
TQC,2025,program,member,Troy Lee,University of Technology Sydney,
TQC,2025,program,member,Jiaqi Leng,"Simons Institute, Berkeley",
TQC,2025,program,member,Jiahui Liu,Fujitsu Research,
TQC,2025,program,member,Saeed Mehraban,Tufts University,
TQC,2025,program,member,Tomoyuki Morimae,"Yukawa Institute for Theoretical Physics, Kyoto University",
TQC,2025,program,member,Hui Khoon Ng,National University of Singapore,
TQC,2025,program,member,Nelly Ng,Nanyang Technological University,
TQC,2025,program,member,Harumichi Nishimura,Nagoya University,
TQC,2025,program,member,Changhun Oh,Korea Advanced Institute of Science and Technology,
TQC,2025,program,member,Māris Ozols,"University of Amsterdam, QuSoft",
TQC,2025,program,member,David Pérez-García,Universidad Complutense de Madrid,
TQC,2025,program,member,Alexander Poremba,MIT,
TQC,2025,program,member,Luke Schaeffer,University of Waterloo,
TQC,2025,program,member,Norbert Schuch,University of Vienna,
TQC,2025,program,member,Thomas Schuster,Caltech,
TQC,2025,program,member,Christian Schaffner,"University of Amsterdam, QuSoft",
TQC,2025,program,member,Kunal Sharma,IBM Quantum,
TQC,2025,program,member,Makrand Sinha,University of Illinois Urbana-Champaign,
TQC,2025,program,member,Graeme Smith,University of Waterloo,
TQC,2025,program,member,Mehdi Soleimanifar,Caltech,
TQC,2025,program,member,Fang Song,Portland State University,
TQC,2025,program,member,Daniel Stilck França,University of Copenhagen,
TQC,2025,program,member,Sergii Strelchuk,Oxford University,
TQC,2025,program,member,Marco Tomamichel,"Centre for Quantum Technologies, National University of Singapore",
TQC,2025,program,member,Dave Touchette,Université de Sherbrooke,
TQC,2025,program,member,Benjamin Villalonga,Google,
TQC,2025,program,member,Dominic Williamson,University of Sydney,
TQC,2025,program,member,Freek Witteveen,University of Copenhagen and QuSoft,
TQC,2025,program,member,Takashi Yamakawa,NTT Social Informatics Laboratories,
TQC,2025,program,member,Jiayu Zhang,"Zhongguancun Laboratory, Beijing",
TQC,2025,program,member,Ruizhe Zhang,"Simons Institute, Berkeley",
TQC,2025,program,member,Sisi Zhou,Perimeter Institute,
TQC,2025,local_organizing,member,C. M. Chandrashekar,"IISc, Bengaluru",
TQC,2025,local_organizing,member,Baladitya Suri,"IISc, Bengaluru",
TQC,2025,local_organizing,member,Navin Kashyap,"IISc, Bengaluru",
TQC,2025,local_organizing,member,Henry Sukumar,"C-DAC, Bengaluru",
TQC,2025,local_organizing,member,Krishnakumar Sabapathy,"Fujitsu Research, Bengaluru",
TQC,2025,organizing,member,Anirban Pathak,"JIIT, Noida",
TQC,2025,organizing,member,Prabha Mandayam,IIT Madras,
TQC,2025,organizing,member,Manik Banik,"SN Bose National Centre for Basic Sciences, Kolkata",
TQC,2025,organizing,member,Lídia del Rio,Squids and University of Zurich,
TQC,2025,organizing,member,Nuriya Nurgalieva,Squids and University of Zurich,
