venue,year,paper_type,title,speakers,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,youtube_id,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
TQC,2022,poster,Discrete Quantum Walks on the Symmetric Group,,Avah Banerjee,Missouri University of Science and Technology,,,,,,Algorithms,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Estimating polynomial quantum speedups beyond asymptotic analysis,,Chris Cade,"QuSoft, UvA",,,,,,Algorithms,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Quantum lattice algorithms for solving partial differential equations,,Fatima Ezahra Chrit,Georgia Institute of Technology,,,,,,Algorithms,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Entanglement and information flow in quantum amplitude amplification algorithms,,Hyeokjea Kwon,Korea Advanced Institute of Science and Technology,,,,,,Algorithms,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,An algorithm for shorter quantum circuits inspired by quantum cryptanalysis,,Romy Minko,University of Bristol,,,,,,Algorithms,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Implementing the fanout operation with simple pairwise interactions,,Stephen Fenner;Rabins Wosti,University of South Carolina;University of South Carolina,,,,,,Algorithms,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,CONSTANT-TIME QA : Guaranteed Approximation for MaxCut,,Arthur Braida,LIFO & Atos,,,,,,Algorithms,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Universal Efficient Ground State Algorithm based on Random Sampling,,Pei Zeng,University of Chicago,,,,,,Algorithms,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Quantum Oracle Separations from Complex but Easily Specified States,,Nicholas LaRacuente,University of Chicago,,,,,,Complexity Theory,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Quantum secure non-malleable codes in the split-state model,,Naresh Goud Boddu,Centre for Quantum Technologies,,,,,,Cryptography,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,The full and half matching condition for quantum transduction,,Changchun Zhong,University of Chicago,,,,,,Computation & Quantum Error Correction,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Non-Pauli Errors in the Three-Dimensional Surface Code,,Thomas Scruby,Okinawa Institute of Science and Technology,,,,,,Computation & Quantum Error Correction,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Quantum Error Correction in the Affine Map Picture,,Harshavardhan Reddy Nareddula,"Southern Illinois University, Carbondale",,,,,,Computation & Quantum Error Correction,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Secure multi-party quantum computation based on triply-even quantum error-correcting codes,,Petr Mishchenko,NTT Social Informatics Laboratories,,,,,,Computation & Quantum Error Correction,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
TQC,2022,poster,Wave Functions on Convergence Spaces: Hybrid Quantum Computing,,John Vining;Howard Blair,Syracuse University;Syracuse University,,,,,,Computation & Quantum Error Correction,,Source: https://tqc.iaqi.org/2022/files/2022/07/TQC-2022-Program-FINAL.pdf,,,
