venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2022,program,chair,François Le Gall,Nagoya University,Chair
TQC,2022,program,co_chair,Tomoyuki Morimae,Kyoto University,Co-Chair
TQC,2022,program,member,Dominic Berry,Macquarie University,
TQC,2022,program,member,Mario Berta,AWS Center for Quantum Computing & Imperial College London,
TQC,2022,program,member,Dan Browne,University College London,
TQC,2022,program,member,Francesco Buscemi,Nagoya University,
TQC,2022,program,member,Marco Cerezo,Los Alamos National Laboratory,
TQC,2022,program,member,Kai-Min Chung,Academia Sinica,
TQC,2022,program,member,Wim van Dam,"University of California, Santa Barbara",
TQC,2022,program,member,Jens Eisert,Freie Universität Berlin,
TQC,2022,program,member,David Elkouss,QuTech,
TQC,2022,program,member,Bill Fefferman,The University of Chicago,
TQC,2022,program,member,Zoe Holmes,Los Alamos National Laboratory,
TQC,2022,program,member,Isaac Kim,Stanford,
TQC,2022,program,member,Robert Koenig,Technische Universität München,
TQC,2022,program,member,Richard Kueng,Johannes Kepler University Linz,
TQC,2022,program,member,Sophie Laplante,Université de Paris,
TQC,2022,program,member,Felix Leditzky,University of Illinois at Urbana-Champaign,
TQC,2022,program,member,Tongyang Li,Peking University,
TQC,2022,program,member,Qipeng Liu,Simons Institute for the Theory of Computing,
TQC,2022,program,member,Frédéric Magniez,CNRS,
TQC,2022,program,member,Christian Majenz,Technical University of Denmark,
TQC,2022,program,member,Carl Miller,NIST and University of Maryland,
TQC,2022,program,member,Ashwin Nayak,University of Waterloo,
TQC,2022,program,member,Nelly Ng,Nanyang Technological University,
TQC,2022,program,member,Harumichi Nishimura,Nagoya University,
TQC,2022,program,member,Michał Oszmaniec,CTP PAS,
TQC,2022,program,member,Anna Pappa,Technische Universität Berlin,
TQC,2022,program,member,Simon Perdrix,Inria LORIA,
TQC,2022,program,member,Stefano Pironio,Université libre de Bruxelles,
TQC,2022,program,member,Patrick Rebentrost,CQT,
TQC,2022,program,member,Ben Reichardt,University of Southern California,
TQC,2022,program,member,Yuval Rishu Sanders,University of Technology Sydney,
TQC,2022,program,member,Norbert Schuch,University of Vienna,
TQC,2022,program,member,Yuan Su,Google Quantum AI,
TQC,2022,program,member,Aarthi Sundaram,Microsoft,
TQC,2022,program,member,Penghui Yao,Nanjing University,
TQC,2022,local_organizing,chair,Eric Chitambar,UIUC,Chair
TQC,2022,local_organizing,member,Emily Edwards,UIUC,
TQC,2022,local_organizing,member,Kim Gudeman,UIUC,
TQC,2022,local_organizing,member,Felix Leditzky,UIUC,
TQC,2022,local_organizing,member,Hannah Stites,UIUC,
TQC,2022,steering,chair,Marco Tomamichel,NUS,Chair
TQC,2022,steering,member,Gorjan Alagic,Maryland,
TQC,2022,steering,member,Andris Ambainis,Latvia,
TQC,2022,steering,member,Eric Chitambar,UIUC,
TQC,2022,steering,member,Steve Flammia,Sydney,
TQC,2022,steering,member,Stacey Jeffery,"QuSoft, CWI",
TQC,2022,steering,member,Min-Hsiu Hsieh,Hon Hai,
TQC,2022,steering,member,Laura Mančinska,Copenhagen,
