venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2020,program,member,Victor Albert,Caltech,
TQC,2020,program,member,Itai Arad,Technion,
TQC,2020,program,member,Rotem Arnon-Friedman,Berkeley,
TQC,2020,program,member,Salman Beigi,"IPM, Tehran",
TQC,2020,program,member,Chris Chubb,Sherbrooke,
TQC,2020,program,member,Richard Cleve,Waterloo,
TQC,2020,program,member,Elizabeth Crosson,New Mexico,
TQC,2020,program,member,Gemma De las Cuevas,Innsbruck,
TQC,2020,program,member,Lídia del Rio,ETH Zurich,
TQC,2020,program,chair,Steven Flammia,University of Sydney,Chair
TQC,2020,program,member,Keisuke Fujii,Osaka,
TQC,2020,program,co_chair,David Gosset,Waterloo,Co-Chair
TQC,2020,program,member,Markus Grassl,Gdańsk,
TQC,2020,program,member,Min-Hsiu Hsieh,"University of Technology, Sydney",
TQC,2020,program,member,Shelby Kimmel,Middlebury,
TQC,2020,program,member,Martin Kliesch,Düsseldorf,
TQC,2020,program,member,Cécilia Lancien,Toulouse,
TQC,2020,program,member,Angelo Lucia,Caltech,
TQC,2020,program,member,Prabha Mandayam,IIT Madras,
TQC,2020,program,member,Ashley Montanaro,Bristol,
TQC,2020,program,member,Hui Khoon Ng,NUS,
TQC,2020,program,member,Mark Wilde,Louisiana State,
TQC,2020,program,member,Xiaodi Wu,Maryland,
TQC,2020,program,member,Sisi Zhou,Chicago,
TQC,2020,local_organizing,chair,Andris Ambainis,Latvia,Chair
TQC,2020,local_organizing,member,Kaspars Čikste,Latvia,
TQC,2020,local_organizing,member,Juris Smotrovs,Latvia,
TQC,2020,local_organizing,member,Aleksandrs Rivoss,Latvia,
TQC,2020,local_organizing,member,Jelena Polakova,Latvia,
TQC,2020,local_organizing,member,Dace Sostoka,Latvia,
TQC,2020,local_organizing,member,Jevgēnijs Vihrovs,Latvia,
TQC,2020,local_organizing,member,Jānis Iraids,Latvia,
TQC,2020,local_organizing,member,Mārtiņš Kālis,Latvia,
TQC,2020,local_organizing,member,Andis Draguns,Latvia,
TQC,2020,local_organizing,member,Matīss Apinis,Latvia,
TQC,2020,steering,member,Gorjan Alagic,Maryland,
TQC,2020,steering,member,Andris Ambainis,Latvia,
TQC,2020,steering,chair,Anne Broadbent,Ottawa,Chair
TQC,2020,steering,member,Aram Harrow,MIT,
TQC,2020,steering,member,Stacey Jeffery,"QuSoft, CWI",
TQC,2020,steering,member,Laura Mančinska,Copenhagen,
TQC,2020,steering,member,Marco Tomamichel,UTS,
