venue,year,paper_type,title,speakers,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,youtube_id,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
TQC,2020,regular,Encoding classical information into quantum resources,Kamil Korzekwa,Kamil Korzekwa; Zbigniew Puchała; Marco Tomamichel; Karol Życzkowski,,"We introduce and analyse the problem of encoding classical information into different resources of a quantum state. More precisely, we consider a general class of communication scenarios characterised by encoding operations that commute with a unique resource destroying map and leave free states invariant. Our motivating example is given by encoding information into coherences of a quantum system with respect to a fixed basis (with unitaries diagonal in that basis as encodings and the decoherence channel as a resource destroying map), but the generality of the framework allows us to explore applications ranging from super-dense coding to thermodynamics. For any state, we find that the number of messages that can be encoded into it using such operations in a one-shot scenario is upper-bounded in terms of the information spectrum relative entropy between the given state and its version with erased resources. Furthermore, if the resource destroying map is a twirling channel over some unitary group, we find matching one-shot lower-bounds as well. In the asymptotic setting where we encode into many copies of the resource state, our bounds yield an operational interpretation of resource monotones such as the relative entropy of coherence and its corresponding relative entropy variance.",,,https://www.youtube.com/watch?v=Y0gdvvzuADY&t=6650s,Y0gdvvzuADY,Accepted,,source_type=claude_extraction,2020-06-11,12:20,25
TQC,2020,regular,Exponential quantum communication reductions from generalizations of the Boolean Hidden Matching problem,João Fernando Doriguello,João Fernando Doriguello; Ashley Montanaro,,"In this work we revisit the Boolean Hidden Matching communication problem, which was the first communication problem in the one-way model to demonstrate an exponential classical-quantum communication separation. In this problem, Alice’s bits are matched into pairs according to a partition that Bob holds. These pairs are compressed using a Parity function and it is promised that the final bit-string is equal either to another bit-string Bob holds, or its complement. The problem is to decide which case is the correct one. Here we generalize the Boolean Hidden Matching problem by replacing the parity function with an arbitrary function $f$. Efficient communication protocols are presented depending on the sign-degree of $f$. If its sign-degree is less than or equal to 1, we show an efficient classical protocol. If its sign-degree is less than or equal to $2$, we show an efficient quantum protocol. We then completely characterize the classical hardness of all symmetric functions $f$ of sign-degree greater than or equal to $2$, except for one family of specific cases. We also prove, via Fourier analysis, a classical lower bound for any function $f$ whose pure high degree is greater than or equal to $2$. Similarly, we prove, also via Fourier analysis, a quantum lower bound for any function $f$ whose pure high degree is greater than or equal to $3$. These results give a large family of new exponential classical-quantum communication separations.",,,https://www.youtube.com/watch?v=EOV19AtJR8o&t=15161s,EOV19AtJR8o,Accepted,,source_type=claude_extraction,2020-06-12,16:45,25
TQC,2020,regular,Improved Approximate Degree Bounds For k-distinctness,Shuchen Zhu,Nikhil Mande; Justin Thaler; Shuchen Zhu,,"An open problem that is widely regarded as one of the most important in quantum query complexity is to resolve the quantum query complexity of the k-distinctness function on inputs of size N. While the case of k=2 (also called Element Distinctness) is well-understood, there is a polynomial gap between the known upper and lower bounds for all constants k>2. Specifically, the best known upper bound is O(N^{(3/4)-1/(2^{k+2}-4)}) (Belovs, FOCS 2012), while the best known lower bound for k >= 2 is Omega(N^{2/3} + N^{(3/4)-1/(2k)}) (Aaronson and Shi, J.~ACM 2004; Bun, Kothari, and Thaler, STOC 2018). For any constant k >= 4, we improve the lower bound to Omega(N^{(3/4)-1/(4k)}). This yields, for example, the first proof that 4-distinctness is strictly harder than Element Distinctness. Our lower bound applies more generally to approximate degree. As a secondary result, we give a simple construction of an approximating polynomial of degree O(N^{3/4}) that applies whenever k <= polylog(N).",,,https://www.youtube.com/watch?v=Y0gdvvzuADY&t=12958s,Y0gdvvzuADY,Accepted,,source_type=claude_extraction,2020-06-11,18:55,25
TQC,2020,regular,Building trust for continuous variable quantum states,Ulysse Chabaud,Ulysse Chabaud; Tom Douce; Frédéric Grosshans; Elham Kashefi; Damian Markham,,"In this work we develop new methods for the characterisation of continuous variable quantum states using heterodyne measurement in both the trusted and untrusted settings. First, building on quantum state tomography with heterodyne detection, we introduce a reliable method for continuous variable quantum state certication, which directly yields the elements of the density matrix of the state considered and analytical condence intervals. This method neither needs mathematical reconstruction of the data, nor discrete binning of the sample space, and uses a single Gaussian measurement setting. Second, beyond quantum state tomography and without its identical copies assumption, we promote our reliable tomography method to a general efficient protocol for verifying continuous variable pure quantum states with Gaussian measurements against fully malicious adversaries, i.e. making no assumptions whatsoever on the state generated by the adversary. These results are obtained using a new analytical estimator for the expected value of any operator acting on a continuous variable quantum state with bounded support over the Fock basis, computed with samples from heterodyne detection of the state.",,,https://www.youtube.com/watch?v=sc_rWyCVZRY&t=10925s,sc_rWyCVZRY,Accepted,,source_type=claude_extraction,2020-06-09,15:00,25
TQC,2020,regular,Second-order asymptotics of quantum data compression and state merging,Dina Abdelhadi,Dina Abdelhadi; Joseph M. Renes,,"Recently, Anshu et al. introduced “partially” smoothed information measures and used them to derive tighter bounds for several information-processing tasks, including quantum state merging and privacy amplification against quantum adversaries [arXiv:1807.05630 [quant-ph]]. Yet, a tight second-order asymptotic expansion of the partially smoothed conditional min-entropy in the i.i.d. setting remains an open question. Here we establish the second-order term in the expansion for pure states, and find that it differs from that of the original “globally” smoothed conditional min-entropy. Remarkably, this reveals that the second-order term is not uniform across states, since for other classes of states the second-order terms for partially and globally smoothed quantities coincide. In view of the tight bounds on the entanglement cost of state merging in terms of the partially-smoothed conditional min-entropy by Anshu et al., this indicates that the second-order asymptotic rate for that task will not separate so neatly into a term depending on the state (the variance) and a term depending on the error (the quantile). Finally, by relating the task of quantum compression to that of quantum state merging, our derived ex- pansion allows us to determine the second-order asymptotic expansion of the optimal rate of quantum data compression. This closes a gap in the bounds determined by Datta and Leditzky [IEEE Trans. Inf. Theory 61, 582 (2015)], and shows that the straightforward compression protocol of cutting off the eigenspace of least weight is indeed asymptotically optimal at second order.",,,https://www.youtube.com/watch?v=Y0gdvvzuADY&t=8288s,Y0gdvvzuADY,Accepted,,source_type=claude_extraction,2020-06-11,12:45,25
TQC,2020,regular,Fault-tolerant quantum gates with defects in topological stabiliser codes,Paul Webster,Paul Webster; Stephen Bartlett,,"Braiding defects in topological stabiliser codes has been widely studied as a promising approach to fault-tolerant quantum computing. Here, we explore the potential and limitations of such schemes in codes of all spatial dimensions. We prove that a universal gate set for quantum computing cannot be realised by supplementing locality-preserving logical operators with defect braiding, even in more than two dimensions. However, notwithstanding this no-go theorem, we demonstrate that higher dimensional defect-braiding schemes have the potential to play an important role in realising fault-tolerant quantum computing. Specifically, we present an approach to implement the full Clifford group via braiding in any code possessing twist defects on which a fermion can condense. We explore three such examples in higher dimensional codes, specifically: in self-dual surface codes; the three dimensional Levin-Wen fermion model; and the checkerboard model. Finally, we show how our no-go theorems can be circumvented to provide a universal scheme in three-dimensional surface codes without magic state distillation.",,,https://www.youtube.com/watch?v=Hkq8MwISUD4&t=5145s,Hkq8MwISUD4,Accepted,,source_type=claude_extraction,2020-06-10,11:45,25
TQC,2020,regular,Non-Pauli Stabilizers from Twisted Quantum Doubles,Julio Carlos Magdalena de la Fuente,Julio Carlos Magdalena de la Fuente; Nicolas Tarantino; Jens Eisert,,"It has long been known that long-ranged entangled topological phases can be exploited to protect quantum information against unwanted local errors. Indeed, conditions for intrinsic topological order are reminiscent of criteria for faithful quantum error correction. At the same time, the promise of using general topological orders for practical error correction remains largely unfulfilled to date. In this work, we significantly contribute to establishing such a connection by showing that Abelian twisted quantum double models can be used for quantum error correction. By exploiting the group cohomological data sitting at the heart of these lattice models, we transmute the terms of these Hamiltonians into full-rank, pairwise commuting operators, defining commuting stabilizers. The resulting codes are defined by non-Pauli commuting stabilizers, with local systems that can either be qubits or higher dimensional quantum systems. Thus, this work establishes a new connection between condensed matter physics and quantum information theory, and constructs tools to systematically devise new topological quantum error correcting codes beyond toric or surface code models.",,,https://www.youtube.com/watch?v=Hkq8MwISUD4&t=6714s,Hkq8MwISUD4,Accepted,,source_type=claude_extraction,2020-06-10,12:10,25
TQC,2020,regular,Self-testing of a single quantum device under computational assumptions,Tony Metger,Tony Metger; Thomas Vidick,,"Self-testing is a method to characterise an arbitrary quantum system based only on its classical input-output correlations. This usually requires the assumption that the system’s state is shared among multiple parties that only perform local measurements and cannot communicate. Here, we replace the setting of multiple non-communicating parties, which is difficult to enforce in practice, by a single computationally bounded party. Specifically, we construct a protocol that allows a classical verifier to robustly certify that a single computationally bounded quantum device must have prepared a Bell pair and performed single-qubit measurements on it, up to a change of basis applied to both the device’s state and measurements. This means that under computational assumptions, the verifier is able to certify the presence of entanglement inside a single quantum device. We achieve this using techniques introduced by Brakerski et al. (2018) and Mahadev (2018) which allow a classical verifier to constrain the actions of a quantum device assuming the device does not break post-quantum cryptography.",,,https://www.youtube.com/watch?v=Y0gdvvzuADY&t=3401s,Y0gdvvzuADY,Accepted,,source_type=claude_extraction,2020-06-11,10:50,25
TQC,2020,regular,Quantum Distributed Algorithm for Triangle Finding in the CONGEST Model,Frederic Magniez,Taisuke Izumi; Francois Le Gall; Frederic Magniez,,"This paper considers the triangle finding problem in the CONGEST model of distributed computing. Recent works by Izumi and Le Gall (PODC’17), Chang, Pettie and Zhang (SODA’19) and Chang and Saranurak (PODC’19) have successively reduced the classical round complexity of triangle finding (as well as triangle listing) from the trivial upper bound $O(n)$ to $\tilde O(n^{1/3})$, where~$n$ denotes the number of vertices in the graph. In this paper we present a quantum distributed algorithm that solves the triangle finding problem in $\tilde O(n^{1/4})$ rounds in the CONGEST model. This gives another example of quantum algorithm beating the best known classical algorithms in distributed computing. Our result also exhibits an interesting phenomenon: while in the classical setting the best known upper bounds for the triangle finding and listing problems are identical, in the quantum setting the round complexities of these two problems are now $\tilde O(n^{1/4})$ and $\tilde \Theta(n^{1/3})$, respectively. Our result thus shows that triangle finding is easier than triangle listing in the quantum CONGEST model.",,,https://www.youtube.com/watch?v=EOV19AtJR8o&t=12288s,EOV19AtJR8o,Accepted,,source_type=claude_extraction,2020-06-12,15:25,25
TQC,2020,regular,Uncloneable Quantum Encryption via Oracles,Sébastien Lord,Anne Broadbent; Sébastien Lord,,"Quantum information is well-known to achieve cryptographic feats that are unattainable using classical information alone. Here, we add to this repertoire by introducing a new cryptographic functionality called uncloneable encryption. This functionality allows the encryption of a classical message such that two collaborating but isolated adversaries are prevented from simultaneously recovering the message, even when the encryption key is revealed. Clearly, such functionality is unattainable using classical information alone. We formally define uncloneable encryption, and show how to achieve it using Wiesner’s conjugate coding, combined with a quantum-secure pseudorandom function (qPRF). Modelling the qPRF as an oracle, we show security by adapting techniques from the quantum one-way-to-hiding lemma, as well as using bounds from quantum monogamy-of-entanglement games.",,,https://www.youtube.com/watch?v=Hkq8MwISUD4&t=12293s,Hkq8MwISUD4,Accepted,,source_type=claude_extraction,2020-06-10,15:25,25
