venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2026,steering,chair,Frédéric Magniez,"CNRS, Université Paris Cité",Chair
TQC,2026,steering,member,C.M. Chandrashekar,"Indian Institute of Science, India",
TQC,2026,steering,member,Kai-Min Chung,"IIS, Academia Sinica",
TQC,2026,steering,member,Bill Fefferman,University of Chicago,
TQC,2026,steering,member,Shelby Kimmel,Middlebury College,
TQC,2026,steering,member,François Le Gall,Nagoya University,
TQC,2026,steering,member,Kae Nemoto,Okinawa Institute of Science and Technology,
TQC,2026,steering,member,Lídia del Rio,University of Zurich,
TQC,2026,program,chair,Rotem Arnon,Weizmann Institute of Science,Program Chair
TQC,2026,program,co_chair,Aram Harrow,MIT,Program Co-Chair
TQC,2026,program,member,Christian Schaffner,University of Amsterdam and QuSoft,Technical Operations Chair
TQC,2026,program,member,Abhinav Deshpande,IBM,
TQC,2026,program,member,Aleksander Kubica,Yale University,
TQC,2026,program,member,Alexander Schmidhuber,MIT,
TQC,2026,program,member,Anand Natarajan,MIT,
TQC,2026,program,member,Andreas Winter,University of Cologne,
TQC,2026,program,member,Angela Capel,University of Cambridge,
TQC,2026,program,member,Anurag Anshu,Harvard University,
TQC,2026,program,member,Barak Nehoran,Columbia University,
TQC,2026,program,member,Chinmay Nirkhe,University of Washington,
TQC,2026,program,member,Connor Paddock,University of Calgary,
TQC,2026,program,member,David Perez-Garcia,Universidad Complutense de Madrid,
TQC,2026,program,member,David Sutter,IBM Research,
TQC,2026,program,member,Dhara Thakkar,Nagoya University,
TQC,2026,program,member,Dominik Hangleiter,UC Berkeley/ETH Zurich,
TQC,2026,program,member,Eleni Diamanti,CNRS & Sorbonne University,
TQC,2026,program,member,Eric Chitambar,University of Illinois Urbana-Champaign,
TQC,2026,program,member,Eric Culf,University of Waterloo,
TQC,2026,program,member,Ernest Tan,National University of Singapore (NUS),
TQC,2026,program,member,Felix Leditzky,University of Illinois Urbana-Champaign,
TQC,2026,program,member,Francesco Buscemi,Nagoya University,
TQC,2026,program,member,Freek Witteveen,Centrum Wiskunde & Informatica (CWI),
TQC,2026,program,member,Giulio Chiribella,"QICI, The University of Hong Kong",
TQC,2026,program,member,Gorjan Alagic,University of Maryland,
TQC,2026,program,member,Graeme Smith,University of Waterloo,
TQC,2026,program,member,Hao-Chung Cheng,National Taiwan University,
TQC,2026,program,member,Ian George,National University of Singapore (NUS),
TQC,2026,program,member,Isaac Kim,UC Davis,
TQC,2026,program,member,Jean-Daniel Bancal,CEA,
TQC,2026,program,member,Jef Pauwels,Université de Genève,
TQC,2026,program,member,Jiaqing Jiang,UC Berkeley,
TQC,2026,program,member,Joe Renes,ETH Zurich,
TQC,2026,program,member,Jonas Helsen,CWI / QuSoft,
TQC,2026,program,member,Jonathan Conrad,EPFL,
TQC,2026,program,member,Jordi Tura,Leiden University,
TQC,2026,program,member,Joseph Carolan,University of Maryland,
TQC,2026,program,member,Lewis Wooltorton,ENS de Lyon,
TQC,2026,program,member,Liang Jiang,University of Chicago,
TQC,2026,program,member,Louis Golowich,UC Berkeley,
TQC,2026,program,member,Ludovico Lami,Scuola Normale Superiore,
TQC,2026,program,member,Luowen Qian,Northeastern University,
TQC,2026,program,member,Makrand Sinha,University of Illinois Urbana-Champaign,
TQC,2026,program,member,Marcel Hinsche,Freie Universität Berlin,
TQC,2026,program,member,Matthias Christandl,University of Copenhagen,
TQC,2026,program,member,Michael Wolf,Technical University of Munich (TUM),
TQC,2026,program,member,Mirjam Weilenmann,Inria Saclay,
TQC,2026,program,member,Mischa Woods,ENS de Lyon / Inria,
TQC,2026,program,member,Nicholas Spooner,Cornell University,
TQC,2026,program,member,Nicolas Delfosse,IonQ,
TQC,2026,program,member,Peter Brown,Télécom Paris,
TQC,2026,program,member,Philippe Faist,Freie Universität Berlin,
TQC,2026,program,member,Qisheng Wang,Shanghai Jiao Tong University,
TQC,2026,program,member,Ramona Wolf,University of Siegen/University of Innsbruck,
TQC,2026,program,member,Robert T. König,Technical University of Munich,
TQC,2026,program,member,Sam McArdle,AWS Center for Quantum Computing,
TQC,2026,program,member,Sean Hallgren,Pennsylvania State University,
TQC,2026,program,member,Sergey Bravyi,IBM,
TQC,2026,program,member,Shalev Ben David,University of Waterloo,
TQC,2026,program,member,Shlok Nahar,UIUC,
TQC,2026,program,member,Simon Apers,IRIF / CNRS / Université Paris Cité,
TQC,2026,program,member,Srinivasan Arunachalam,IBM Research,
TQC,2026,program,member,Tamara Kohler,Stanford University,
TQC,2026,program,member,Thiago Bergamaschi,UC Berkeley,
TQC,2026,program,member,Thomas Hahn,Weizmann Institute of Science,
TQC,2026,program,member,Tomoyuki Morimae,Kyoto University,
TQC,2026,program,member,Tongyang Li,Peking University,
TQC,2026,program,member,Tony Metger,ETH Zurich,
TQC,2026,program,member,Tuvia Gefen,HUJI,
TQC,2026,program,member,Ulysse Chabaud,École Normale Supérieure (ENS) / INRIA,
TQC,2026,program,member,Yihui Quek,EPFL,
TQC,2026,program,member,Yuxiang Yang,The University of Hong Kong,
TQC,2026,program,member,Zhiyang (Sunny) He,MIT,
TQC,2026,organizing,chair,Stefanos Kourtis,Université de Sherbrooke,LOC Chair
TQC,2026,organizing,member,Honghao Fu,Université Concordia,
TQC,2026,organizing,member,Dave Touchette,Université de Sherbrooke,
TQC,2026,organizing,member,Cunlu Zhou,Université de Sherbrooke,
