venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2011,program,chair,Martin Roetteler,NEC Princeton,
TQC,2011,program,co_chair,Dave Bacon,University of Washington,
TQC,2011,program,member,Mohammed Amin,D-Wave,
TQC,2011,program,member,Dagmar Bruss,Universität Düsseldorf,
TQC,2011,program,member,Andrew Childs,IQC,
TQC,2011,program,member,Richard Cleve,IQC,
TQC,2011,program,member,Steve Flammia,Caltech,
TQC,2011,program,member,Markus Grassl,CQT Singapore,
TQC,2011,program,member,Peter Hoyer,University of Calgary,
TQC,2011,program,member,Kazuo Iwama,Kyoto University,
TQC,2011,program,member,Elham Kashefi,University of Edinburgh,
TQC,2011,program,member,Debbie Leung,IQC,
TQC,2011,program,member,Hoi-Kwong Lo,University of Toronto,
TQC,2011,program,member,Chiara Macchiavello,University of Pavia,
TQC,2011,program,member,Vicente Martin-Ayuso,Universidad Politécnica de Madrid,
TQC,2011,program,member,Miguel Martin-Delgado,Universidad Complutense de Madrid,
TQC,2011,program,member,Dmitri Maslov,IQC/NSF,
TQC,2011,program,member,Michele Mosca,IQC,
TQC,2011,program,member,Kae Nemoto,NII Tokyo,
TQC,2011,program,member,Miklos Santha,Paris/CQT,
TQC,2011,program,member,Pranab Sen,Tata Institute,
TQC,2011,program,member,Simone Severini,University College London,
TQC,2011,program,member,Jean-Pierre Tillich,INRIA,
TQC,2011,program,member,Andreas Winter,Bristol/CQT Singapore,
TQC,2011,organizing,chair,Miguel Martin-Delgado,Universidad Complutense de Madrid,
TQC,2011,organizing,co_chair,Alberto Ibort,Universidad Carlos III Madrid,
TQC,2011,organizing,member,Alberto Galindo Tixaire,Universidad Complutense de Madrid,
TQC,2011,organizing,member,Juan Jose Garcia-Ripoll,CSIC Madrid,
TQC,2011,organizing,member,Juan Leon,CSIC Madrid,
TQC,2011,organizing,member,Vicente Martin-Ayuso,Universidad Politécnica de Madrid,
TQC,2011,organizing,member,David Perez-Garcia,Universidad Complutense de Madrid,
TQC,2011,organizing,member,Diego Porras,Universidad Complutense de Madrid,
TQC,2011,steering,member,Wim van Dam,"University of California, Santa Barbara",
TQC,2011,steering,member,Yasuhito Kawano,"NTT, Tokyo",
TQC,2011,steering,member,Michele Mosca,"IQC, University of Waterloo and Perimeter Institute",
TQC,2011,steering,member,Vlatko Vedral,"CQC, University of Oxford and CQT, National University of Singapore",
