venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2017,steering,member,Anne Broadbent,U Ottawa,
TQC,2017,steering,member,Wim van Dam,UCSB,
TQC,2017,steering,member,Aram Harrow,MIT,
TQC,2017,steering,member,Yasuhito Kawano,"NTT, Tokyo",
TQC,2017,steering,member,Michele Mosca,"IQC, Waterloo and Perimeter Institute",
TQC,2017,steering,member,Martin Roetteler,Microsoft Research,
TQC,2017,steering,member,Simone Severini,UCL,
TQC,2017,steering,member,Vlatko Vedral,"Oxford and CQT, Singapore",
TQC,2017,program,member,Dominic Berry,Macquarie University,
TQC,2017,program,member,Mario Berta,Caltech,
TQC,2017,program,member,Sergey Bravyi,IBM,
TQC,2017,program,member,Michael Bremner,Univ. Technology Sydney,
TQC,2017,program,member,Roger Colbeck,Univ. York,
TQC,2017,program,member,Nilanjana Datta,Univ. Cambridge,
TQC,2017,program,member,David Elkouss,TU Delft,
TQC,2017,program,member,Omar Fawzi,ENS de Lyon,
TQC,2017,program,member,Markus Grassl,Max Planck Erlangen,
TQC,2017,program,member,David Gross,Univ. Freiburg,
TQC,2017,program,member,Rahul Jain,National Univ. Singapore,
TQC,2017,program,member,Zhengfeng Ji,Univ. Technology Sydney,
TQC,2017,program,member,Stephen Jordan,NIST / Univ. Maryland,
TQC,2017,program,member,Shelby Kimmel,Univ. Maryland / NIST,
TQC,2017,program,member,Vadym Kliuchnikov,Microsoft,
TQC,2017,program,member,Francois Le Gall,Kyoto Univ.,
TQC,2017,program,member,Troy Lee,Nanyang Tech. Univ.,
TQC,2017,program,member,Yeong-Cherng Liang,National Cheng Kung Univ.,
TQC,2017,program,member,Yi-Kai Liu,NIST / Univ. Maryland,
TQC,2017,program,member,Hoi-Kwong Lo,Univ. Toronto,
TQC,2017,program,member,Laura Mančinska,Univ. Bristol,
TQC,2017,program,member,Prabha Mandayam,IIT Madras,
TQC,2017,program,member,Tomoyuki Morimae,Gunma Univ.,
TQC,2017,program,member,Tobias Osborne,Univ. Hannover,
TQC,2017,program,member,Lidia del Rio,ETH Zuerich,
TQC,2017,program,member,Neil J. Ross,Univ. Maryland / NIST,
TQC,2017,program,member,Pradeep Sarvepalli,IIT Madras,
TQC,2017,program,member,Valerio Scarani,National Univ. Singapore,
TQC,2017,program,member,Ujjwal Sen,Harish-Chandra Research Inst.,
TQC,2017,program,member,Yaoyun Shi,Univ. Michigan,
TQC,2017,program,member,Barbara Terhal,RWTH Aachen Univ.,
TQC,2017,program,member,Dave Touchette,Univ. Waterloo / Perimeter Inst.,
TQC,2017,program,member,John Watrous,Univ. Waterloo,
TQC,2017,program,member,James Whitfield,Dartmouth College,
TQC,2017,program,chair,Mark M. Wilde,Louisiana State Univ.,Program Chair
TQC,2017,program,member,Man-Hong Yung,South Univ. Science & Tech. China,
TQC,2017,local_organizing,chair,Damian Markham,,Chair
TQC,2017,local_organizing,co_chair,Eleni Diamanti,,Co-Chair
TQC,2017,local_organizing,co_chair,Elham Kashefi,,Co-Chair
TQC,2017,local_organizing,member,André Chailloux,,
TQC,2017,local_organizing,member,Tom Douce,,
TQC,2017,local_organizing,member,Frédéric Grosshans,,
TQC,2017,local_organizing,member,Marc Kaplan,,
TQC,2017,local_organizing,member,Iordanis Kerenidis,,
TQC,2017,local_organizing,member,Anthony Leverrier,,
