venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2021,local_organizing,chair,Robert König,TUM & MCQST,
QIP,2021,local_organizing,co_chair,Michael Wolf,TUM & MCQST,
QIP,2021,program,member,Ryan Babbush,Google Research,
QIP,2021,program,member,Alexander Belov,University of Latvia,
QIP,2021,program,member,Sergey Bravyi,IBM's Watson Research Center,
QIP,2021,program,member,Anne Broadbent,University of Ottawa,
QIP,2021,program,member,Earl Campbell,Amazon & University of Sheffield,
QIP,2021,program,member,Roger Colbeck,University of York,
QIP,2021,program,member,Claude Crepeau,McGill University,
QIP,2021,program,member,Frederic Dupuis,University of Montreal,
QIP,2021,program,member,Bill Fefferman,University of Chicago,
QIP,2021,program,member,Andras Gilyen,Caltech,
QIP,2021,program,member,David Gross,University of Cologne,
QIP,2021,program,member,Michal Horodecki,University of Gdańsk,
QIP,2021,program,member,Stephen Jordan,Microsoft Research,
QIP,2021,program,member,Francois Le Gall,Nagoya University,
QIP,2021,program,member,Peter Love,Tufts University,
QIP,2021,program,member,Serge Massar,Université libre de Bruxelles,
QIP,2021,program,member,Nick Menicucci,RMIT University Melbourne,
QIP,2021,program,co_chair,Ashley Montanaro,| Phasecraft & University of Bristol,
QIP,2021,program,member,Daniel Nagaj,Slovak Academy of Sciences,
QIP,2021,program,member,Ion Nechita,University of Toulouse,
QIP,2021,program,member,Michal Oszmaniec,Polish Academy of Sciences,
QIP,2021,program,member,Anna Pappa,Technical University of Berlin,
QIP,2021,program,member,David Perez-Garcia,Complutense University of Madrid,
QIP,2021,program,member,Ben Reichardt,University of Southern California,
QIP,2021,program,member,Or Sattath,Ben-Gurion University,
QIP,2021,program,member,Peter Shor,Massachusetts Institute of Technology,
QIP,2021,program,member,Graeme Smith,JILA & University of Colorado Boulder,
QIP,2021,program,member,Kristan Temme,IBM Research,
QIP,2021,program,chair,Barbara Terhal,| Delft University of Technology,
QIP,2021,program,member,Marco Tomamichel,National University of Singapore,
QIP,2021,program,member,Michael Walter,University of Amsterdam,
QIP,2021,program,member,Chunhao Wan,g,
QIP,2021,program,member,Theodore Yoder,IBM Research,
QIP,2021,program,member,Beni Yoshida,Perimeter Institute,
QIP,2021,program,member,Henry Yuen,University of Toronto,
QIP,2021,steering,member,Elizabeth Crosson,University of New Mexico,
QIP,2021,steering,member,Toby Cubitt,University College London,
QIP,2021,steering,member,Nilanjana Datta,University of Cambridge,
QIP,2021,steering,member,Steve Flammia,AWS Center for Quantum Computing,
QIP,2021,steering,member,Robert König,"Technical University of Munich, Chair",
QIP,2021,steering,member,Troy Lee,University of Technology Sydney,
QIP,2021,steering,member,Laura Mančinska,University of Copenhagen,
QIP,2021,steering,member,John Smolin,IBM Research,
QIP,2021,steering,member,Bei Zeng,Hong Kong University of Science and Technology,
