venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2024,program,member,Gerardo Adesso,Nottingham,
QIP,2024,program,member,Victor Albert,NIST and UMD,
QIP,2024,program,member,Srinivasan Arunachalam,IBM,
QIP,2024,program,member,Shalev Ben-David,IQC,
QIP,2024,program,member,Robin Blume-Kohout,Sandia,
QIP,2024,program,member,Adam Bouland,Stanford,
QIP,2024,program,member,Michael Bremner,UTS,
QIP,2024,program,member,Nikolas Breuckmann,Bristol,
QIP,2024,program,member,Jacob Bridgeman,Ghent,
QIP,2024,program,member,Anne Broadbent,Ottawa,
QIP,2024,program,member,Benjamin Brown,IBM,
QIP,2024,program,member,Andrew Childs,UMD,
QIP,2024,program,member,Eric Chitambar,UIUC,
QIP,2024,program,member,Matthias Christandl,QMATH,
QIP,2024,program,member,Lidia Del Rio,Squids,
QIP,2024,program,member,Di Fang,Duke,
QIP,2024,program,member,Steve Flammia,AWS,
QIP,2024,program,member,Christopher Fuchs,UMass Boston,
QIP,2024,program,member,Ivette Fuentes,Southampton,
QIP,2024,program,member,Xun Gao,JILA,
QIP,2024,program,member,Craig Gidney,Google,
QIP,2024,program,member,Daniel Grier,UCSD,
QIP,2024,program,member,Alex Grilo,CNRS,
QIP,2024,program,member,Jonas Helsen,QuSoft,
QIP,2024,program,member,Pawel Horodecki,Gdansk,
QIP,2024,program,member,Hsin-Yuan Robert Huang,Google/MIT,
QIP,2024,program,member,Marcus Huber,TUW and IQOQI-V,
QIP,2024,program,member,Zhengfeng Ji,Tsinghua,
QIP,2024,program,member,Robert Koenig,Munich,
QIP,2024,program,member,Tristan Kraft,Innsbruck,
QIP,2024,program,member,William Kretschmer,Berkeley,
QIP,2024,program,member,Alex Kubica,Yale,
QIP,2024,program,member,Ludovico Lami,QuSoft,
QIP,2024,program,member,Felix Leditzky,UIUC,
QIP,2024,program,member,Ke Li,Harbin,
QIP,2024,program,member,Prabha Mandayam,IIT Madras,
QIP,2024,program,member,Xiongfeng Ma,Tsinghua,
QIP,2024,program,member,Alex May,Perimeter,
QIP,2024,program,member,Ashley Montanaro,Phasecraft and University of Bristol,
QIP,2024,program,member,Alexander Müller-Hermes,University of Oslo,
QIP,2024,program,member,Chinmay Nirkhe,IBM,
QIP,2024,program,member,Maris Ozols,QuSoft,
QIP,2024,program,member,Co-chairAnna Pappa,Berlin,
QIP,2024,program,member,Hakop Pashayan,FU Berlin,
QIP,2024,program,member,David Perez Garcia,ICMAT,
QIP,2024,program,member,Shruti Puri,Yale,
QIP,2024,program,member,Yihui Quek,MIT,
QIP,2024,program,member,Cambyse Rouze,Inria and IPP,
QIP,2024,program,member,Luke Schaeffer,UMD,
QIP,2024,program,member,Pranab Sen,TIFR,
QIP,2024,program,member,Peter Shor,MIT,
QIP,2024,program,member,Vikesh Siddhu,IBM,
QIP,2024,program,member,Graeme Smith,IQC,
QIP,2024,program,member,ChairDaniel Stilck França,ENS de Lyons,
QIP,2024,program,member,Barbara Terhal,Delft,
QIP,2024,program,member,Julio de Vicente,ICMAT,
QIP,2024,program,member,Adam Bene Watts,IQC,
QIP,2024,program,member,Dominic Williamson,Sydney,
QIP,2024,program,member,Andreas Winter,Barcelona,
QIP,2024,program,member,Freek Witteveen,QMATH,
QIP,2024,program,member,Penghui Yao,Nanjing,
QIP,2024,program,member,Kevin Young,Sandia,
QIP,2024,program,member,Henry Yuen,Columbia,
QIP,2024,program,member,Bei Zeng,HKUST,
QIP,2024,program,member,Sisi Zhou,Perimeter,
QIP,2024,steering,member,Omar Fawzi,"Inria, ENS Lyon",
QIP,2024,steering,member,Steve Flammia,AWS Center for Quantum Computing,
QIP,2024,steering,member,David Gosset,University of Waterloo,
QIP,2024,steering,member,Min-Hsiu Hsieh,Hon Hai Quantum Computing Research Center,
QIP,2024,steering,member,Elham Kashefi,CNRS and University of Edinburgh,
QIP,2024,steering,member,Barbara Kraus,"Institute for Theoretical Physics, University of Innsbruck",
QIP,2024,steering,member,Troy Lee,University of Technology Sydney,
QIP,2024,steering,member,Laura Mančinska,University of Copenhagen,
QIP,2024,steering,member,John Smolin,IBM Research,
QIP,2024,steering,member,Frank Verstraete,Ghent University,
QIP,2024,steering,member,Thomas Vidick,California Institute of Technology,
QIP,2024,local_organizing,chair,Min-Hsiu Hsieh,Hon-Hai Quantum Computing Center,
QIP,2024,local_organizing,co_chair,Hao-Chung Cheng,NTUEE,
QIP,2024,local_organizing,member,Ching-Ray Chang,CYCU-Phys,
QIP,2024,local_organizing,member,Hsi-Sheng Goan,NTU-Phys,
QIP,2024,local_organizing,member,Kai-Min Chung,Academia Sinica-IIS,
QIP,2024,local_organizing,member,Yeong-Cherng Liang,NCKU-Phys,
QIP,2024,local_organizing,member,Kuei-Lin Chiu,NSYSU-Phys,
QIP,2024,local_organizing,member,Ching-Yi Lai,NYCU-EE,
QIP,2024,local_organizing,member,Han-Hsuan Lin,NTHU-CSIE,
