venue,year,committee_type,position,full_name,affiliation,notes
QCRYPT,2023,local_organizing,chair,Gorjan Alagic,University of Maryland & NIST,
QCRYPT,2023,local_organizing,chair,Oliver Slattery,NIST,
QCRYPT,2023,local_organizing,member,Maria Herd,University of Maryland,
QCRYPT,2023,local_organizing,member,Nijil Lal,NIST,
QCRYPT,2023,local_organizing,member,Lijun Ma,NIST,
QCRYPT,2023,local_organizing,member,Tom Ventsias,University of Maryland,
QCRYPT,2023,local_organizing,member,Chen Bai,,
QCRYPT,2023,local_organizing,member,Mel Coles,,
QCRYPT,2023,local_organizing,member,Daniele Degrandchamp,,
QCRYPT,2023,local_organizing,member,Kelly Hedgepeth,,
QCRYPT,2023,local_organizing,member,Lisa Press,,
QCRYPT,2023,local_organizing,member,Manasi Mangesh Shingane,,
QCRYPT,2023,local_organizing,member,Andrea Svejda,,
QCRYPT,2023,steering,chair,Serge Fehr,"CWI Cryptology group, Leiden University",
QCRYPT,2023,steering,member,Gorjan Alagic,University of Maryland,
QCRYPT,2023,steering,member,Rotem Arnon-Friedman,Weizmann Institute of Science,
QCRYPT,2023,steering,member,Kai-Min Chung,"IIS, Academia Sinica",
QCRYPT,2023,steering,member,Qian Li,University of Toronto,
QCRYPT,2023,steering,member,Marco Lucamarini,University of York,
QCRYPT,2023,steering,member,Christoph Marquardt,Max Planck Institute for the Science of Light,
QCRYPT,2023,steering,member,Feihu Xu,University of Science and Technology of China,
QCRYPT,2023,program,chair,Christian Schaffner,"University of Amsterdam, QuSoft",
QCRYPT,2023,program,co-chair,Giuseppe Vallone,University of Padova,
QCRYPT,2023,program,member,James Bartusek,"UC Berkeley, US",
QCRYPT,2023,program,member,Mario Berta,"RWTH Aachen University, DE",
QCRYPT,2023,program,member,Anne Broadbent,"University of Ottawa, CAN",
QCRYPT,2023,program,member,Ivo Pietro Degiovanni,"INRIM and EURAMET EMN-Q, IT",
QCRYPT,2023,program,member,Eleni Diamanti,"CNRS and Sorbonne Université, FR",
QCRYPT,2023,program,member,Frederic Dupuis,"Université de Montréal, CA",
QCRYPT,2023,program,member,Tobias Gehring,"Technical University of Denmark, DK",
QCRYPT,2023,program,member,Christian Kurtsiefer,"National University of Singapore, SG",
QCRYPT,2023,program,member,Paul Kwiat,"University of Illinois Urbana-Champaign, US",
QCRYPT,2023,program,member,Alexander Ling,"National University of Singapore, SG",
QCRYPT,2023,program,member,Charles Lim,"JPMorgan Chase & Co., US/SG",
QCRYPT,2023,program,member,Yang Liu,"Jinan Institute of Quantum Technology, CN",
QCRYPT,2023,program,member,Giulio Malavolta,"Max Planck Institute for Security and Privacy, DE",
QCRYPT,2023,program,member,Carl Miller,"NIST and University of Maryland, US",
QCRYPT,2023,program,member,Isaac Nape,"University of the Witwatersrand, SA",
QCRYPT,2023,program,member,Stefano Pironio,"Université libre de Bruxelles, BE",
QCRYPT,2023,program,member,Valerio Pruneri,"ICFO and ICREA, ES",
QCRYPT,2023,program,member,Davide Rusca,"University of Vigo, ES",
QCRYPT,2023,program,member,Or Sattath,"Ben-Gurion University, IL",
QCRYPT,2023,program,member,Fang Song,"Portland State University, US",
QCRYPT,2023,program,member,Florian Speelman,"University of Amsterdam, QuSoft, NL",
QCRYPT,2023,program,member,Marco Tomamichel,"National University of Singapore, SG",
QCRYPT,2023,program,member,Dominique Unruh,"University of Tartu, EE",
QCRYPT,2023,program,member,Vladyslav Usenko,"Palacky University Olomouc, CZ",
QCRYPT,2023,program,member,Takashi Yamakawa,"NTT Social Informatics Laboratories, JP",
QCRYPT,2023,program,member,Zhiliang Yuan,"Beijing Academy of Quantum Information Sciences, CN",
QCRYPT,2023,program,member,Zheshen Zhang,"University of Michigan, US",
