venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2008,program,member,Andris Ambainis,University of Latvia and University of Waterloo,
QIP,2008,program,member,Dave Bacon,University of Washington,
QIP,2008,program,member,Harry Buhrman,"CWI, Amsterdam",
QIP,2008,program,chair,Richard Cleve,University of Waterloo and Perimeter Institute,
QIP,2008,program,member,Manny Knill,"NIST, Boulder",
QIP,2008,program,member,Ben Reichardt,Caltech,
QIP,2008,program,member,Robert Raussendorf,Perimeter Institute,
QIP,2008,program,member,Pranab Sen,"Tata Institute of Fundamental Research, Mumbai",
QIP,2008,program,member,Adam Smith,Penn State,
QIP,2008,program,member,Barbara Terhal,IBM Research,
QIP,2008,program,member,John Watrous,University of Waterloo,
QIP,2008,local_organizing,member,Naveen Garg,IIT Delhi,
QIP,2008,local_organizing,member,Amit Kumar,IIT Delhi,
QIP,2008,local_organizing,member,Sanjiva Prasad,IIT Delhi,
QIP,2008,local_organizing,chair,Jaikumar Radhakrishnan,TIFR Mumbai,
QIP,2008,local_organizing,member,SM Roy,"JNU, New Delhi",
QIP,2008,local_organizing,member,Sandeep Sen,IIT Delhi.,
QIP,2008,steering,member,Keiji Matsumoto,"NII, Tokyo",
QIP,2008,steering,member,Cristopher Moore,University of New Mexico,
QIP,2008,steering,member,Michael Nielsen,Perimeter Institute,
QIP,2008,steering,member,John Preskill,California Institute of Technology,
QIP,2008,steering,member,Jaikumar Radhakrishnan,"TIFR, Mumbai",
QIP,2008,steering,member,Peter Shor,Massachusetts Institute of Technology,
QIP,2008,steering,member,Umesh Vazirani,UC Berkeley,
QIP,2008,steering,member,Andreas Winter,University of Bristol,
QIP,2008,steering,member,Ronald de Wolf,"CWI, Amsterdam",
