venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2017,program,chair,Andris Ambainis,University of Latvia,
QIP,2017,program,member,Itai Arad,"National U of Singapore and Technion, Israel",
QIP,2017,program,member,Salman Beigi,"IPM, Tehran",
QIP,2017,program,member,Nicolas Brunner,U Geneva,
QIP,2017,program,member,Andre Chailloux,INRIA,
QIP,2017,program,member,Toby Cubitt,University College London,
QIP,2017,program,member,Runyao Duan,"UTS, Sydney",
QIP,2017,program,member,David Gosset,IBM,
QIP,2017,program,member,Michal Horodecki,U of Gdansk,
QIP,2017,program,member,Stacey Jeffery,Caltech,
QIP,2017,program,member,Robin Kothari,MIT,
QIP,2017,program,member,Anthony Leverrier,INRIA,
QIP,2017,program,member,Maris Ozols,Cambridge,
QIP,2017,program,member,Marco Piani,U of Strathclyde,
QIP,2017,program,member,Stefano Pironio,U Libre Bruxelles,
QIP,2017,program,member,David Poulin,U de Sherbrooke,
QIP,2017,program,member,Matthew Pusey,Perimeter Institute,
QIP,2017,program,member,Robert Raussendorf,U of British Columbia,
QIP,2017,program,member,Jeremie Roland,U Libre Bruxelles,
QIP,2017,program,member,Pranab Sen,"TIFR, Mumbai",
QIP,2017,program,member,Graeme Smith,"JILA and U of Colorado, Boulder",
QIP,2017,program,member,Fang Song (Portland State U,,
QIP,2017,program,member,Rolando Somma,LANL,
QIP,2017,program,member,Kristan Temme,IBM,
QIP,2017,program,member,Mark M. Wilde,Louisiana State U,
QIP,2017,program,member,Xiaodi Wu,U of Oregon,
QIP,2017,program,member,Jon Yard,U of Waterloo and Perimeter Institute,
QIP,2017,steering,member,Fernando Brandao,Caltech,
QIP,2017,steering,member,Andrew Childs,Maryland,
QIP,2017,steering,member,Andrew Doherty,USYD,
QIP,2017,steering,member,Ashley Montanaro,Bristol,
QIP,2017,steering,member,Ben Reichardt,USC,
QIP,2017,steering,member,Renato Renner,ETH Zurich,
QIP,2017,steering,member,Barry Sanders,U Calgary,
QIP,2017,steering,chair,Krysta Svore,Microsoft Research,
QIP,2017,steering,member,Barbara Terhal,TU Delft,
QIP,2017,local_organizing,member,Michael Beverland,Microsoft Research,
QIP,2017,local_organizing,member,Alex Bocharov,Microsoft Research,
QIP,2017,local_organizing,member,Yuri Gurevich,Microsoft Research,
QIP,2017,local_organizing,member,Matthew Hastings,Microsoft Research,
QIP,2017,local_organizing,member,Vadym Kliuchnikov,Microsoft Research,
QIP,2017,local_organizing,member,Jasmin Krout,Microsoft Research,
QIP,2017,local_organizing,member,Matt Mostad,Microsoft Research,
QIP,2017,local_organizing,member,Martin Roetteler,Microsoft Research,
QIP,2017,local_organizing,member,Krysta Svore,Microsoft Research,
QIP,2017,local_organizing,member,Matthias Troyer,Microsoft Research,
QIP,2017,local_organizing,member,Nathan Wiebe,Microsoft Research,
