venue,year,committee_type,position,full_name,affiliation,role_title
TQC,2015,program,member,Michał Horodecki,University of Gdansk,
TQC,2015,program,member,Marco Tomamichel,University of Sydney,
TQC,2015,program,member,Iordanis Kerenidis,Paris Diderot,
TQC,2015,program,member,Barbara Terhal,RWTH Aachen,
TQC,2015,program,member,Ben Reichardt,University of Southern California,
TQC,2015,program,member,Kristan Temme,Caltech,
TQC,2015,program,member,Carlos Palazuelos,UCM Madrid,
TQC,2015,program,member,Matthias Christandl,Copenhagen,
TQC,2015,program,member,Christian Schaffner,University of Amsterdam,
TQC,2015,program,member,Thomas Vidick,Caltech,
TQC,2015,program,member,Andrew Childs,Waterloo,
TQC,2015,program,member,Tobias Osborne,Hannover,
TQC,2015,program,chair,Robert Koenig,TU Munich,Chair
TQC,2015,program,member,Frédéric Dupuis,Aarhus,
TQC,2015,program,chair,Salman Beigi,IPM,Chair
TQC,2015,program,member,Andrew Doherty,University of Sydney,
TQC,2015,program,member,Tamás Vértesi,MTA Atomki,
TQC,2015,program,member,Saikat Guha,BBN Technologies,
TQC,2015,program,member,Sevag Gharibian,UC Berkeley and Virginia Commonwealth,
TQC,2015,program,member,David Pérez-Garcia,UCM Madrid,
TQC,2015,program,member,Toby Cubitt,Cambridge,
TQC,2015,program,member,Peter Høyer,Calgary,
TQC,2015,program,member,Troy Lee,NTU & CQT Singapore,
TQC,2015,program,member,Pawel Wocjan,University of Central Florida,
TQC,2015,steering,member,Wim van Dam,"University of California, Santa Barbara, USA",
TQC,2015,steering,member,Yasuhito Kawano,"NTT, Japan",
TQC,2015,steering,member,Michele Mosca,"IQC and University of Waterloo, Canada",
TQC,2015,steering,member,Martin Roetteler,"Microsoft Research, USA",
TQC,2015,steering,member,Simone Severini,"University College London, UK",
TQC,2015,steering,member,Vlatko Vedral,"Oxford, UK, and Centre for Quantum Technologies, NUS, Singapore",
TQC,2015,local_organizing,member,Nicolas Cerf,Université libre de Bruxelles,
TQC,2015,local_organizing,chair,Stefano Pironio,Université libre de Bruxelles,Chair
TQC,2015,local_organizing,chair,Jérémie Roland,Université libre de Bruxelles,Chair
TQC,2015,local_organizing,member,Serge Massar,Université libre de Bruxelles,
TQC,2015,local_organizing,member,Philippe Spindel,Université de Mons,
TQC,2015,local_organizing,member,Franck Verstraete,Ghent University,
