venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2009,local_organizing,member,Howard Barnum,Los Alamos National Laboratory,
QIP,2009,local_organizing,member,Jim Harrington,Los Alamos National Laboratory,
QIP,2009,local_organizing,chair,Andrew Landahl,University of New Mexico,
QIP,2009,local_organizing,member,Cris Moore,University of New Mexico/Santa Fe Institute,
QIP,2009,local_organizing,member,Jon Yard,Los Alamos National Laboratory,
QIP,2009,steering,member,Dorit Aharonov,Hebrew University,
QIP,2009,steering,chair,Cris Moore,UNM/SFI,
QIP,2009,steering,member,John Preskill,Caltech,
QIP,2009,steering,member,Jaikumar Radhakrishnan,"TIFR, Mumbai",
QIP,2009,steering,member,Renato Renner,ETH Zurich,
QIP,2009,steering,member,Peter Shor,MIT,
QIP,2009,steering,member,John Watrous,Waterloo,
QIP,2009,steering,member,Andreas Winter,Bristol,
QIP,2009,steering,member,Ronald de Wolf,"CWI, Amsterdam",
QIP,2009,program,member,Hans Briegel,Innsbruck,
QIP,2009,program,member,Harry Buhrman,"CWI, Amsterdam",
QIP,2009,program,member,Wim van Dam,UCSB,
QIP,2009,program,member,Daniel Gottesman,Perimeter,
QIP,2009,program,member,Aram Harrow,Bristol,
QIP,2009,program,member,Patrick Hayden,McGill,
QIP,2009,program,chair,Richard Jozsa,Bristol,
QIP,2009,program,member,Julia Kempe,Tel Aviv,
QIP,2009,program,member,Manny Knill,NIST,
QIP,2009,program,member,Andrew Landahl,New Mexico,
QIP,2009,program,member,Debbie Leung,Waterloo,
QIP,2009,program,member,Keiji Matsumoto,NII Tokyo,
QIP,2009,program,member,Ben Reichardt,Caltech,
QIP,2009,program,member,Alex Russell,Connecticut,
QIP,2009,program,member,Barbara Terhal,IBM,
QIP,2009,program,member,Frank Verstraete,Vienna,
QIP,2009,program,member,Home | Photos | Submissions | Posters | Program | Talks | Dates |  Committees,,
QIP,2009,program,member,Participants | Location | Area Activities | Travel | Previous QIPs | Support,,
