venue,year,committee_type,position,full_name,affiliation,notes
QCRYPT,2020,local_organizing,co-chair,Serge Fehr,"CWI Cryptology group, Leiden University",
QCRYPT,2020,local_organizing,chair,Christian Schaffner,"University of Amsterdam ILLC, QuSoft",
QCRYPT,2020,local_organizing,member,Jan Czajkowski,University of Amsterdam,
QCRYPT,2020,local_organizing,member,Susanne van Dam,CWI,
QCRYPT,2020,local_organizing,member,Jelle Don,CWI Cryptology Group,
QCRYPT,2020,local_organizing,member,Alex Grilo,"CWI, QuSoft",
QCRYPT,2020,local_organizing,member,Melanie Haije,University of Amsterdam,
QCRYPT,2020,local_organizing,member,Brenda Klappe,University of Amsterdam,
QCRYPT,2020,local_organizing,member,Esteban Landerreche,CWI Cryptology Group,
QCRYPT,2020,local_organizing,member,Jana Sotáková,"University of Amsterdam, QuSoft",
QCRYPT,2020,local_organizing,member,Mehrdad Tahmasbi,"University of Amsterdam, QuSoft",
QCRYPT,2020,local_organizing,member,Martine de Wit,University of Amsterdam,
QCRYPT,2020,steering,member,Gorjan Alagic,University of Maryland,
QCRYPT,2020,steering,member,Marcos Curty,University of Vigo,
QCRYPT,2020,steering,co-chair,Serge Fehr,"CWI Cryptology group, Leiden University",
QCRYPT,2020,steering,member,Stacey Jeffery,CWI,
QCRYPT,2020,steering,member,Christoph Marquardt,Max Planck Institute for the Science of Light,
QCRYPT,2020,steering,member,Akihisa Tomita,Hokkaido University,
QCRYPT,2020,steering,member,Hugo Zbinden,University of Geneva,
QCRYPT,2020,steering,chair,Qiang Zhang,University of Science and Technology of China,
QCRYPT,2020,steering,member,Charles H. Bennett,IBM Research,
QCRYPT,2020,steering,member,Gilles Brassard,Université de Montréal,
QCRYPT,2020,steering,member,Ivan Damgård,Aarhus University,
QCRYPT,2020,steering,member,Artur Ekert,CQT Singapore and Oxford University,
QCRYPT,2020,steering,member,Nicolas Gisin,University of Geneva,
QCRYPT,2020,steering,member,Richard Hughes,Los Alamos National Lab,
QCRYPT,2020,steering,member,Michele Mosca,"IQC, University of Waterloo",
QCRYPT,2020,steering,member,Jian-Wei Pan,University of Science and Technology of China,
QCRYPT,2020,program,chair,Frédéric Dupuis,,
QCRYPT,2020,program,co-chair,Feihu Xu,,
QCRYPT,2020,program,member,Davide Bacco,"DTU, Denmark",
QCRYPT,2020,program,member,Eleni Diamanti,"CNRS, Sorbonne Université, France",
QCRYPT,2020,program,member,Rahul Jain,"NUS, Singapore",
QCRYPT,2020,program,member,Zhengfeng Ji,"UTS, Sydney",
QCRYPT,2020,program,member,Elham Kashefi,"CNRS, Paris 6",
QCRYPT,2020,program,member,Philippe Lamontagne,National Research Council of Canada,
QCRYPT,2020,program,member,Charles Ci-Wen Lim,"NUS, Singapore",
QCRYPT,2020,program,member,Yang Liu,"Jinan Institute of Quantum Technology, China",
QCRYPT,2020,program,member,Xiongfeng Ma,Tsinghua University,
QCRYPT,2020,program,member,Christian Majenz,CWI,
QCRYPT,2020,program,member,Vadim Makarov,"Russian Quantum Center, Russia",
QCRYPT,2020,program,member,Bing Qi,"Oak Ridge National Laboratory, USA",
QCRYPT,2020,program,member,Li Qian,"University of Toronto, Canada",
QCRYPT,2020,program,member,John Rarity,"University of Bristol, UK",
QCRYPT,2020,program,member,Or Sattath,Ben-Gurion University,
QCRYPT,2020,program,member,Fang Song,Texas A&M,
QCRYPT,2020,program,member,Shihai Sun,"Sun Yat-sen University, China",
QCRYPT,2020,program,member,Dominique Unruh,University of Tartu,
QCRYPT,2020,program,member,Giuseppe Vallone,"University of Padova, Italy",
QCRYPT,2020,program,member,Zheshen Zhang,"University of Arizona, USA",
