venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2012,program,chair,Dorit Aharonov,Hebrew University of Jerusalem,
QIP,2012,program,member,Michael Ben-Or,Hebrew University,
QIP,2012,program,member,Fernando Brandao,Universidade Federal de Minas Gerais,
QIP,2012,program,member,Sergey Bravyi,"IBM, T.J. Watson",
QIP,2012,program,member,David DiVincenzo,Julich-Aachen,
QIP,2012,program,member,Matt Hastings,UCSB,
QIP,2012,program,member,Sandy Irani,UCI,
QIP,2012,program,member,Hirotada Kobayashi,NII,
QIP,2012,program,member,Debbie Leung,Waterloo,
QIP,2012,program,member,"Renato Renner,",ETH,
QIP,2012,program,member,Christian Schaffner,U. Amsterdam,
QIP,2012,program,member,Norbert Schuch,Caltech,
QIP,2012,program,member,Peter Shor,MIT,
QIP,2012,program,member,Graeme Smith,"IBM, T.J. Watson",
QIP,2012,program,member,Thomas Vidick,UCB,
QIP,2012,program,member,John Watrous,Waterloo,
QIP,2012,program,member,Stephanie Wehner,NUS,
QIP,2012,program,member,Ronald de Wolf,CWI,
QIP,2012,steering,member,Ignacio Cirac,"MPQ, Garching",
QIP,2012,steering,member,Eddie Farhi,MIT,
QIP,2012,steering,member,Aram Harrow,University of Washington,
QIP,2012,steering,member,Patrick Hayden,McGill University,
QIP,2012,steering,chair,Louis Salvail,Universite de Montreal,
QIP,2012,steering,member,Barbara M. Terhal,RWTH Aachen,
QIP,2012,steering,member,Andreas Winter,"University of Bristol/ CQT, NUS",
QIP,2012,steering,member,Andrew Yao,Tsinghua University,
QIP,2012,local_organizing,member,Kassem Kalach,poster session,
QIP,2012,local_organizing,member,Marc Kaplan,visas and support,
QIP,2012,local_organizing,member,Magalie Lascar,coordinator,
QIP,2012,local_organizing,chair,Louis Salvail,general,
QIP,2012,local_organizing,member,Benno Salwey,rump session,
QIP,2012,local_organizing,member,Dave Touchette,webmaster,
