venue,year,committee_type,position,full_name,affiliation,role_title
QIP,1999,program,member,Paul Benioff,Argonne National Laboratory,
QIP,1999,program,member,David Di Vincenzo,"IBM, T.J. Watson",
QIP,1999,program,member,Gilles Brassard,Université de Montréal,
QIP,1999,program,member,Artur Ekert,Oxford University,
QIP,1999,program,member,Harry Buhrman,"CWI, Amsterdam",
QIP,1999,program,member,Tal Mor,UCLA,
QIP,1999,program,member,Richard Cleve,University of Calgary,
QIP,1999,program,member,Louis Salvail,"BRICS, Aarhus University",
QIP,1999,program,member,Ivan Damgård,"BRICS, Aarhus University",
QIP,1999,program,member,Peter Shor,AT&T Labs,
QIP,1999,local_organizing,chair,Andre Berthiaume,DePaul University,
QIP,1999,local_organizing,member,John D. Rogers,DePaul University,
QIP,1999,local_organizing,member,Geri Kupiec,DePaul University,
