venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2026,program,chair,Stephen Jordan,Google Quantum AI,
QIP,2026,program,area_chair,"Frédéric Magniez, Université Paris Cité",IRIF,
QIP,2026,program,area_chair,Robert Huang,Caltech and Google,
QIP,2026,program,area_chair,Renato Renner,ETH Zurich,
QIP,2026,program,area_chair,Nicolas Delfosse,IonQ,
QIP,2026,program,area_chair,Henry Yuen,Columbia University,
QIP,2026,program,area_chair,Thomas Vidick,École Polytechnique Fédérale de Lausanne,
QIP,2026,program,area_chair,Debbie Leung,University of Waterloo,
QIP,2026,program,member,Christian Schaffner,QuSoft and University of Amsterdam,Technical Operations Chair
QIP,2026,program,member,Aarthi Sundaram,Microsoft,
QIP,2026,program,member,Abhinav Deshpande,IBM,
QIP,2026,program,member,Adam Wills,MIT,
QIP,2026,program,member,Adam Zalcman,Google,
QIP,2026,program,member,Ainesh Bakshi,MIT,
QIP,2026,program,member,Aleksander Kubica,Yale University,
QIP,2026,program,member,Aleksandrs Belovs,University of Latvia,
QIP,2026,program,member,Alex May,Perimeter Institute,
QIP,2026,program,member,Alexander Jahn,Freie Universität Berlin,
QIP,2026,program,member,Alexander M. Dalzell,AWS,
QIP,2026,program,member,Alioscia Hamma,Universita di Napoli Federico II,
QIP,2026,program,member,Andre Chailloux,INRIA,
QIP,2026,program,member,Andreas Elben,Paul Scherrer Institute,
QIP,2026,program,member,Andrew Childs,U. Maryland,
QIP,2026,program,member,Anna Vershynina,University of Houston,
QIP,2026,program,member,Anne Broadbent,University of Ottawa,
QIP,2026,program,member,Anne-Catherine de la Hamette,University of Vienna,
QIP,2026,program,member,Arjan Cornelissen,UC Berkeley,
QIP,2026,program,member,Bartosz Regula,RIKEN,
QIP,2026,program,member,Beata Zjawin,University of Gdańsk,
QIP,2026,program,member,Bill Fefferman,University of Chicago,
QIP,2026,program,member,Cambyse Rouzé,INRIA,
QIP,2026,program,member,Carl Miller,NIST and U. Maryland,
QIP,2026,program,member,Caslav Brukner,University of Vienna,
QIP,2026,program,member,Chinmay Nirkhe,University of Washington,
QIP,2026,program,member,Christoph Hirche,Leibniz University Hannove,
QIP,2026,program,member,Christophe Vuillot,Alice & Bob,
QIP,2026,program,member,Christopher Pattison,UC Berkeley,
QIP,2026,program,member,Cyril Branciard,Neel Institute,
QIP,2026,program,member,Dan Browne,University College London,
QIP,2026,program,member,Daniel Stilck França,University of Copenhagen,
QIP,2026,program,member,David Pérez-García,Universidad Complutense de Madrid,
QIP,2026,program,member,Dominic Berry,Macquarie University,
QIP,2026,program,member,Dominic Williamson,Sydney University,
QIP,2026,program,member,Emily Adlam,Chapman University,
QIP,2026,program,member,Eric Anschuetz,Caltech,
QIP,2026,program,member,Eric Cavalcanti,Griffith University,
QIP,2026,program,member,Eric Chitambar,University of Illinois Urbana-Champaign,
QIP,2026,program,member,Felix Leditzky,University of Illinois Urbana-Champaign,
QIP,2026,program,member,Florian Speelman,University of Amsterdam and QuSoft,
QIP,2026,program,member,Gilad Gour,Technion,
QIP,2026,program,member,Guang Hao Low,Google,
QIP,2026,program,member,Guanyu Zhu,IBM,
QIP,2026,program,member,Harumichi Nishimura,Nagoya University,
QIP,2026,program,member,Hengyun (Harry) Zhou,Quera,
QIP,2026,program,member,Ion Nechita,Laboratoire de Physique Théorique,
QIP,2026,program,member,Isaac Chuang,MIT,
QIP,2026,program,member,Isaac Kim,UC Davis,
QIP,2026,program,member,Jérémie Roland,Université libre de Bruxelles,
QIP,2026,program,member,Jiahui Liu,Fujitsu Research,
QIP,2026,program,member,John van de Wetering,University of Amsterdam,
QIP,2026,program,member,John Wright,UC Berkeley,
QIP,2026,program,member,Jonas Helsen,CWI & QuSoft,
QIP,2026,program,member,Joschka Roffe,University of Edinburgh,
QIP,2026,program,member,Keisuke Fujii,Osaka University,
QIP,2026,program,member,Leo Zhou,UCLA,
QIP,2026,program,member,Li Gao,Wuhan University,
QIP,2026,program,member,Lin Lin,UC Berkeley,
QIP,2026,program,member,Louis Golowich,UC Berkeley,
QIP,2026,program,member,Ludovico Lami,Scuola Normale Superiore,
QIP,2026,program,member,Marco Cerezo,Los Alamos National Laboratory,
QIP,2026,program,member,Marcos Crichigno,Phasecraft,
QIP,2026,program,member,Margarita Davydova,Caltech,
QIP,2026,program,member,Mario Berta,RWTH Aachen University,
QIP,2026,program,member,Martin Larocca,Los Alamos National Laboratory,
QIP,2026,program,member,Máté Farkas,University of York,
QIP,2026,program,member,Mathias Soeken,Microsoft,
QIP,2026,program,member,Matt Leifer,Chapman University,
QIP,2026,program,member,Matthew Coudron,NIST and U. Maryland,
QIP,2026,program,member,Matthew Pusey,University of York,
QIP,2026,program,member,Matthias Christandl,University of Copenhagen,
QIP,2026,program,member,Michael Beverland,IBM,
QIP,2026,program,member,Michael Gullans,NIST & U. Maryland,
QIP,2026,program,member,Michael Walter,Ruhr University Bochum,
QIP,2026,program,member,Mike Vasmer,INRIA Paris,
QIP,2026,program,member,Miklos Santha,Université Paris Diderot,
QIP,2026,program,member,Miriam Backens,Inria,
QIP,2026,program,member,Neil J. Ross,Dalhousie University,
QIP,2026,program,member,Nengkun Yu,SUNY Stony Brook,
QIP,2026,program,member,Nikolas Breuckmann,University of Bristol,
QIP,2026,program,member,Norman Yao,Harvard,
QIP,2026,program,member,Nouédyn Baspin,University of Sydney,
QIP,2026,program,member,Ojas Parekh,Sandia National Laboratories,
QIP,2026,program,member,"Omar Fawzi, INRIA",ENS Lyon,
QIP,2026,program,member,Patrick Rebentrost,National University of Singapore,
QIP,2026,program,member,Paul Skrzypczyk,University of Bristol,
QIP,2026,program,member,Paula Belzig,University of Waterloo,
QIP,2026,program,member,Philippe Faist,Freie Universität Berlin,
QIP,2026,program,member,Prabhanjan Ananth,UCSB,
QIP,2026,program,member,Qipeng Liu,UCSD,
QIP,2026,program,member,Quynh Nguyen,Harvard,
QIP,2026,program,member,Rahul Jain,National University of Singapore,
QIP,2026,program,member,Robbie King,Google & UC Berkeley,
QIP,2026,program,member,Rui Chao,Microsoft,
QIP,2026,program,member,Ruslan Shaydulin,JPMorganChase,
QIP,2026,program,member,Ryan O'Donnell,Carnegie Mellon University,
QIP,2026,program,member,Sean Hallgren,Pennsylvania State University,
QIP,2026,program,member,Seyoon Ragavan,MIT,
QIP,2026,program,member,Shruti Puri,Yale,
QIP,2026,program,member,Sitan Chen,Harvard,
QIP,2026,program,member,Sophia Economou,Virginia Tech,
QIP,2026,program,member,Sophia Lin,Amazon Web Services,
QIP,2026,program,member,Subhasree Patro,Eindhoven University of Technology,
QIP,2026,program,member,Thomas Schuster,Caltech,
QIP,2026,program,member,Tina Zhang,MIT,
QIP,2026,program,member,Tom Gur,Cambridge University,
QIP,2026,program,member,Tongyang Li,Peking University,
QIP,2026,program,member,Tony Metger,ETH Zurich/Google,
QIP,2026,program,member,Victor Albert,NIST and U. Maryland,
QIP,2026,program,member,Vikesh Siddhu,IBM,
QIP,2026,program,member,Vinod Vaikuntanathan,MIT,
QIP,2026,program,member,Yaoyun Shi,Z-Axis Quantum,
QIP,2026,program,member,Yassine Hamoudi,Université de Bordeaux,
