venue,year,paper_type,is_proceedings_track,title,speakers,authors,affiliations,arxiv_ids,session_name,scheduled_date,scheduled_time,duration_minutes,presentation_url,video_url,youtube_id,award,notes
TQC,2022,regular,TRUE,Quantum Algorithms for Learning a Hidden Graph,Ashley Montanaro; Changpeng Shao,Ashley Montanaro; Changpeng Shao,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.1/LIPIcs.TQC.2022.1.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.1; LIPIcs proceedings (Dagstuhl)
TQC,2022,regular,TRUE,Quantum Algorithm for Stochastic Optimal Stopping Problems with Applications in Finance,João F. Doriguello; Alessandro Luongo; Jinge Bao; Patrick Rebentrost; Miklos Santha,João F. Doriguello; Alessandro Luongo; Jinge Bao; Patrick Rebentrost; Miklos Santha,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.2/LIPIcs.TQC.2022.2.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.2; LIPIcs proceedings (Dagstuhl)
TQC,2022,regular,TRUE,The Parametrized Complexity of Quantum Verification,Srinivasan Arunachalam; Sergey Bravyi; Chinmay Nirkhe; Bryan O'Gorman,Srinivasan Arunachalam; Sergey Bravyi; Chinmay Nirkhe; Bryan O'Gorman,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.3/LIPIcs.TQC.2022.3.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.3; LIPIcs proceedings (Dagstuhl)
TQC,2022,regular,TRUE,Averaged Circuit Eigenvalue Sampling,Steven T. Flammia,Steven T. Flammia,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.4/LIPIcs.TQC.2022.4.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.4; LIPIcs proceedings (Dagstuhl)
TQC,2022,regular,TRUE,Classical Simulation of Quantum Circuits with Partial and Graphical Stabiliser Decompositions,Aleks Kissinger; John van de Wetering; Renaud Vilmart,Aleks Kissinger; John van de Wetering; Renaud Vilmart,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.5/LIPIcs.TQC.2022.5.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.5; LIPIcs proceedings (Dagstuhl)
TQC,2022,regular,TRUE,On Converses to the Polynomial Method,Jop Briët; Francisco Escudero Gutiérrez,Jop Briët; Francisco Escudero Gutiérrez,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.6/LIPIcs.TQC.2022.6.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.6; LIPIcs proceedings (Dagstuhl)
TQC,2022,regular,TRUE,The Quantum Approximate Optimization Algorithm at High Depth for MaxCut on Large-Girth Regular Graphs and the Sherrington-Kirkpatrick Model,Joao Basso; Edward Farhi; Kunal Marwaha; Benjamin Villalonga; Leo Zhou,Joao Basso; Edward Farhi; Kunal Marwaha; Benjamin Villalonga; Leo Zhou,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.7/LIPIcs.TQC.2022.7.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.7; LIPIcs proceedings (Dagstuhl)
TQC,2022,regular,TRUE,A Constant Lower Bound for Any Quantum Protocol for Secure Function Evaluation,Sarah A. Osborn; Jamie Sikora,Sarah A. Osborn; Jamie Sikora,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.8/LIPIcs.TQC.2022.8.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.8; LIPIcs proceedings (Dagstuhl)
TQC,2022,regular,TRUE,Approximating Output Probabilities of Shallow Quantum Circuits Which Are Geometrically-Local in Any Fixed Dimension,Suchetan Dontha; Shi Jie Samuel Tan; Stephen Smith; Sangheon Choi; Matthew Coudron,Suchetan Dontha; Shi Jie Samuel Tan; Stephen Smith; Sangheon Choi; Matthew Coudron,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.9/LIPIcs.TQC.2022.9.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.9; LIPIcs proceedings (Dagstuhl)
TQC,2022,regular,TRUE,Memory Compression with Quantum Random-Access Gates,Harry Buhrman; Bruno Loff; Subhasree Patro; Florian Speelman,Harry Buhrman; Bruno Loff; Subhasree Patro; Florian Speelman,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol232-tqc2022/LIPIcs.TQC.2022.10/LIPIcs.TQC.2022.10.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2022.10; LIPIcs proceedings (Dagstuhl)
