venue,year,paper_type,is_proceedings_track,title,speakers,authors,affiliations,arxiv_ids,session_name,scheduled_date,scheduled_time,duration_minutes,presentation_url,video_url,youtube_id,award,notes
TQC,2017,invited,FALSE,Quantum advantage with shallow circuits,David Gosset,David Gosset,,,Invited,,,,,,,,
TQC,2017,invited,FALSE,BQP-completeness of Scattering in Scalar Quantum Field Theory,Stephen Jordan,Stephen Jordan,,,Invited,,,,,,,,
TQC,2017,invited,FALSE,Universal Quantum Hamiltonians,Stephen Piddock,Stephen Piddock,,,Invited,,,,,,,,
TQC,2017,invited,FALSE,Hyperbolic and Semi-Hyperbolic Surface Codes for Quantum Storage,Barbara Terhal,Barbara Terhal,,,Invited,,,,,,,,
TQC,2017,regular,FALSE,The Complexity of Simulating Local Measurements on Quantum Systems,Sevag Gharibian; Justin Yirka,Sevag Gharibian; Justin Yirka,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Entanglement and Nonlocality in Infinite 1D Systems,Zizhu Wang; Sukhwinder Singh; Miguel Navascués,Zizhu Wang; Sukhwinder Singh; Miguel Navascués,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Device-independent randomness generation with sublinear shared quantum resources,Cédric Bamps; Serge Massar; Stefano Pironio,Cédric Bamps; Serge Massar; Stefano Pironio,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Quantum-Secure Symmetric-Key Cryptography Based on Hidden Shifts,Gorjan Alagic; Alexander Russell,Gorjan Alagic; Alexander Russell,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Architectures for quantum simulation showing quantum supremacy,Juan Bermejo-Vega; Dominik Hangleiter; Martin Schwarz; Robert Raussendorf; Jens Eisert,Juan Bermejo-Vega; Dominik Hangleiter; Martin Schwarz; Robert Raussendorf; Jens Eisert,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Gaussian states minimize the output entropy of one-mode quantum Gaussian channels,Giacomo De Palma; Dario Trevisan; Vittorio Giovannetti,Giacomo De Palma; Dario Trevisan; Vittorio Giovannetti,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,The third law as a single inequality,Henrik Wilming; Rodrigo Gallego,Henrik Wilming; Rodrigo Gallego,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Mixing properties of stochastic quantum Hamiltonians,Emilio Onorati; Oliver Buerschaper; Martin Kliesch; Winton Brown; Albert H. Werner; Jens Eisert,Emilio Onorati; Oliver Buerschaper; Martin Kliesch; Winton Brown; Albert H. Werner; Jens Eisert,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Guaranteed recovery of quantum processes from few measurements,Martin Kliesch; Richard Kueng; Jens Eisert; David Gross,Martin Kliesch; Richard Kueng; Jens Eisert; David Gross,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Provably secure key establishment against quantum adversaries,Alexandrs Belovs; Gilles Brassard; Peter Høyer; Marc Kaplan; Sophie Laplante; Louis Salvail,Alexandrs Belovs; Gilles Brassard; Peter Høyer; Marc Kaplan; Sophie Laplante; Louis Salvail,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Simulating positive-operator-valued measures with projective measurements,Michal Oszmaniec; Leonardo Guerini; Peter Wittek; Anotnio Acín,Michal Oszmaniec; Leonardo Guerini; Peter Wittek; Anotnio Acín,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Multi-qubit Randomized Benchmarking Using Few Samples,Jonas Helsen; Joel J. Wallman; Steven T. Flammia; Stephanie Wehner,Jonas Helsen; Joel J. Wallman; Steven T. Flammia; Stephanie Wehner,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Improved reversible and quantum circuits for Karatsuba-based integer multiplication,Alex Parent; Martin Roetteler; Michele Mosca,Alex Parent; Martin Roetteler; Michele Mosca,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Limits on the storage of quantum information in a volume of space,Steve Flammia; Jeongwan Haah; Michael Kastoryano; Isaac Kim,Steve Flammia; Jeongwan Haah; Michael Kastoryano; Isaac Kim,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,A single entangled system is an unbounded source of nonlocal correlations and of certified random numbers,Florian John Curchod; Markus Johansson; Remigiusz Augusiak; Matty Hoban; Peter Wittek; Antonio Acín,Florian John Curchod; Markus Johansson; Remigiusz Augusiak; Matty Hoban; Peter Wittek; Antonio Acín,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,All Pure Bipartite Entangled States can be Self-Tested,Andrea Coladangelo; Koon Tong Goh; Valerio Scarani,Andrea Coladangelo; Koon Tong Goh; Valerio Scarani,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Superfast maximum likelihood reconstruction for quantum tomography,Jiangwei Shang; Zhengyun Zhang; Hui Khoon Ng,Jiangwei Shang; Zhengyun Zhang; Hui Khoon Ng,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,A new Holant dichotomy inspired by quantum computation,Miriam Backens,Miriam Backens,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Approximate symmetries of Hamiltonians,Christopher Chubb; Steve Flammia,Christopher Chubb; Steve Flammia,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Code properties from holographic geometries,Fernando Pastawski; John Preskill,Fernando Pastawski; John Preskill,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,"Entanglement renormalization, quantum error correction, and bulk causality",Michael Kastoryano; Isaac Kim,Michael Kastoryano; Isaac Kim,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Efficient unitary designs with nearly time-independent Hamiltonian dynamics,Yoshifumi Nakata; Christoph Hirche; Masato Koashi; Andreas Winter,Yoshifumi Nakata; Christoph Hirche; Masato Koashi; Andreas Winter,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Reinforcement Learning Using Quantum Boltzmann Machines,Anna Levit; Daniel Crawford; Jaspreet Oberoi; Pooya Ronagh; Navid Ghadermarzy,Anna Levit; Daniel Crawford; Jaspreet Oberoi; Pooya Ronagh; Navid Ghadermarzy,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Multiparty Quantum Communication Complexity of Triangle Finding,Francois Le Gall; Shogo Nakajima,Francois Le Gall; Shogo Nakajima,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Quantum hedging in two-round prover-verifier interactions,Srinivasan Arunachalam; Abel Molina; Vincent Russo,Srinivasan Arunachalam; Abel Molina; Vincent Russo,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Semi-device-independent framework based on natural physical assumptions,Thomas Van Himbeeck; Erik Woodhead; Nicolas Cerf; Raul Garcia-Patron; Stefano Pironio,Thomas Van Himbeeck; Erik Woodhead; Nicolas Cerf; Raul Garcia-Patron; Stefano Pironio,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Extended Learning Graphs for Triangle Finding,Titouan Carette; Frederic Magniez; Mathieu Lauriere,Titouan Carette; Frederic Magniez; Mathieu Lauriere,,,Contributed,,,,,,,,
TQC,2017,regular,FALSE,Moderate Deviation Analysis for Classical-Quantum Channels and Quantum Hypothesis Testing,Hao-Chung Cheng; Min-Hsiu Hsieh,Hao-Chung Cheng; Min-Hsiu Hsieh,,,Contributed,,,,,,,,
