venue,year,paper_type,title,speaker,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
QIP,2013,invited,"Note: If you arrive before Monday,  it is recommended that you register on Sunday afternoon.",Registration,Registration,,,,,,,,,,14:00,240
QIP,2013,plenary,“A classical leash for a quantum system: command of quantum systems via rigidity of CHSH games.”,Ben Reichardt,Ben Reichardt,,,,wp-content/uploads/2012/01/Ben-Reichardt3.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/1.html,,,,2013-01-21,09:20,50
QIP,2013,regular,“Super-activation of quantum nonlocality.”,Carlos Palazuelos,Carlos Palazuelos,,,,wp-content/uploads/2012/01/Carlos-Palazuelos.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/2.html,,,,2013-01-21,10:40,20
QIP,2013,regular,“Rank-one and Quantum XOR games.”,Tom Cooney,Tom Cooney;Marius Junge;Carlos Palazuelos;David Perez-Garcıa;Oded Regev;and Thomas Vidick,,,1112.3563;1207.4939,wp-content/uploads/2012/01/Tom-Cooney.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/3.html,,,,2013-01-21,11:05,20
QIP,2013,regular,“Everything You Always Wanted to Know About LOCC (But Were Afraid to Ask).”,Eric Chitambar,Eric Chitambar;Debbie Leung;Laura Mancinska;Maris Ozols;and Andreas Winter,,,1210.4583,wp-content/uploads/2012/01/Eric-Chitambar.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/4.html,,,,2013-01-21,11:30,20
QIP,2013,plenary,“Majorana Fermions and Topological Quan­tum Information Processing.”,Liang Jiang,Liang Jiang,,,,wp-content/uploads/2012/01/Majorana-Fermions-and-Topological-Quantum-Information-Processing-QIP-Workshop-Liang-Jiang-20130121c.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/5.html,,,,2013-01-21,14:00,50
QIP,2013,invited,“Classiﬁcation of topolog­ically protected gates for local stabilizer codes.”,Robert König,Sergey Bravyi;Robert König,,,1206.1609,wp-content/uploads/2012/01/Robert-Koenig1.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/6.html,,,,2013-01-21,14:55,30
QIP,2013,regular,“Fundamental limitations for quantum and nano thermodynamics.”,Jonathan Oppenheim,Michał Horodecki;Jonathan Oppenheim,,,1111.3834,wp-content/uploads/2012/01/Jonathan-Oppenheim.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/7.html,,,,2013-01-21,15:50,20
QIP,2013,regular,“Quantum Refrigerator.”,Michael Ben-Or,Michael Ben-Or;Daniel Gottesman;and Avinatan Hassidim,,,1301.1995,wp-content/uploads/2012/01/Michael-Ben-Or.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/8.html,,,,2013-01-21,16:15,20
QIP,2013,regular,“Quantum logorithmic Sobolev inequalities and rapid mixing.”,Michael Kastoryano,Michael Kastoryano;Kristan Temme,,,1207.3261,wp-content/uploads/2012/01/Michael-Kastoryano.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/9.html,,,,2013-01-21,16:40,20
QIP,2013,plenary,"“Lower bounds for com­binatorial polytopes, inspired by quantum communication complexity.”",Ronald de Wolf,Ronald de Wolf,,,,wp-content/uploads/2012/01/Ronald-de-Wolf.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/10.html,,,,2013-01-22,09:00,50
QIP,2013,regular,“Bell tests and applications to communication and information complexity.”,Virginie Lerays,Iordanis Kerenidis;Sophie Laplante;Virginie Lerays;Jeremie Roland;and David Xiao,,,,wp-content/uploads/2012/01/LeraysQIP2013.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/11.html,,,,2013-01-22,09:55,20
QIP,2013,regular,“Quantum de Finetti Theorems un­der Local Measurements with Applications.” | Lecture | |,Aram Harrow,Fernando Brandao;Aram Harrow,,,1209.0435;1210.6367,wp-content/uploads/2012/01/Aram-Harrow.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/12.html,,,,2013-01-22,10:40,20
QIP,2013,regular,“Relative entropy and squashed entanglement.”,Ke Li,Ke Li;Andreas Winter,,,1210.3181,wp-content/uploads/2012/01/keliRelative_Entropy_and_Squahed_Entanglement.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/13.html,,,,2013-01-22,11:05,20
QIP,2013,regular,“En­tanglement Polytopes.”,Michael Walter,Michael Walter;Brent Doran;David Gross;and Matthias Christandl,,,1208.0365,wp-content/uploads/2012/01/Michael-Walter.pdf,http://conference.iiis.tsinghua.edu.cn/QIP2013/video/14.html,,,,2013-01-22,11:30,20
