venue,year,paper_type,is_proceedings_track,title,speakers,authors,affiliations,arxiv_ids,session_name,scheduled_date,scheduled_time,duration_minutes,presentation_url,video_url,youtube_id,award,notes
TQC,2015,regular,TRUE,Oracles with Costs,Shelby Kimmel; Cedric Yen-Yu Lin; Han-Hsuan Lin,Shelby Kimmel; Cedric Yen-Yu Lin; Han-Hsuan Lin,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.1/LIPIcs.TQC.2015.1.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.1; LIPIcs proceedings (Dagstuhl)
TQC,2015,regular,TRUE,The Resource Theory of Steering,Rodrigo Gallego; Leandro Aolita,Rodrigo Gallego; Leandro Aolita,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.27/LIPIcs.TQC.2015.27.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.27; LIPIcs proceedings (Dagstuhl)
TQC,2015,regular,TRUE,How Many Quantum Correlations Are Not Local?,Carlos E. González-Guillén; C. Hugo Jiménez; Carlos Palazuelos; Ignacio Villanueva,Carlos E. González-Guillén; C. Hugo Jiménez; Carlos Palazuelos; Ignacio Villanueva,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.39/LIPIcs.TQC.2015.39.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.39; LIPIcs proceedings (Dagstuhl)
TQC,2015,regular,TRUE,The Spin-2 AKLT State on the Square Lattice is Universal for Measurement-based Quantum Computation,Tzu-Chieh Wei; Robert Raussendorf,Tzu-Chieh Wei; Robert Raussendorf,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.48/LIPIcs.TQC.2015.48.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.48; LIPIcs proceedings (Dagstuhl)
TQC,2015,regular,TRUE,Quantum Capacity Can Be Greater Than Private Information for Arbitrarily Many Uses,David Elkouss; Sergii Strelchuk,David Elkouss; Sergii Strelchuk,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.64/LIPIcs.TQC.2015.64.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.64; LIPIcs proceedings (Dagstuhl)
TQC,2015,regular,TRUE,Semidefinite Programs for Randomness Extractors,Mario Berta; Omar Fawzi; Volkher B. Scholz,Mario Berta; Omar Fawzi; Volkher B. Scholz,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.73/LIPIcs.TQC.2015.73.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.73; LIPIcs proceedings (Dagstuhl)
TQC,2015,regular,TRUE,New Constructions for Quantum Money,Marios Georgiou; Iordanis Kerenidis,Marios Georgiou; Iordanis Kerenidis,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.92/LIPIcs.TQC.2015.92.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.92; LIPIcs proceedings (Dagstuhl)
TQC,2015,regular,TRUE,Decoherence in Open Majorana Systems,Earl T. Campbell,Earl T. Campbell,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.111/LIPIcs.TQC.2015.111.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.111; LIPIcs proceedings (Dagstuhl)
TQC,2015,regular,TRUE,On the Closure of the Completely Positive Semidefinite Cone and Linear Approximations to Quantum Colorings,Sabine Burgdorf; Monique Laurent; Teresa Piovesan,Sabine Burgdorf; Monique Laurent; Teresa Piovesan,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.127/LIPIcs.TQC.2015.127.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.127; LIPIcs proceedings (Dagstuhl)
TQC,2015,regular,TRUE,Making Existential-unforgeable Signatures Strongly Unforgeable in the Quantum Random-oracle Model,Edward Eaton; Fang Song,Edward Eaton; Fang Song,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol044-tqc2015/LIPIcs.TQC.2015.147/LIPIcs.TQC.2015.147.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2015.147; LIPIcs proceedings (Dagstuhl)
