venue,year,paper_type,is_proceedings_track,title,speakers,authors,affiliations,arxiv_ids,session_name,scheduled_date,scheduled_time,duration_minutes,presentation_url,video_url,youtube_id,award,notes
TQC,2013,regular,TRUE,On the Query Complexity of Perfect Gate Discrimination,Giulio Chiribella; Giacomo Mauro D'Ariano; Martin Roetteler,Giulio Chiribella; Giacomo Mauro D'Ariano; Martin Roetteler,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.178/LIPIcs.TQC.2013.178.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.178; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Symmetries of Codeword Stabilized Quantum Codes,Salman Beigi; Jianxin Chen; Markus Grassl; Zhengfeng Ji; Qiang Wang; Bei Zeng,Salman Beigi; Jianxin Chen; Markus Grassl; Zhengfeng Ji; Qiang Wang; Bei Zeng,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.192/LIPIcs.TQC.2013.192.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.192; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Certifying the Absence of Apparent Randomness under Minimal Assumptions,Gonzalo de la Torre; Chirag Dhara; Antonio Acin,Gonzalo de la Torre; Chirag Dhara; Antonio Acin,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.207/LIPIcs.TQC.2013.207.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.207; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Is Global Asymptotic Cloning State Estimation?,Yuxiang Yang; Giulio Chiribella,Yuxiang Yang; Giulio Chiribella,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.220/LIPIcs.TQC.2013.220.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.220; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Distillation of Non-Stabilizer States for Universal Quantum Computation,Guillaume Duclos-Cianci; Krysta M. Svore,Guillaume Duclos-Cianci; Krysta M. Svore,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.235/LIPIcs.TQC.2013.235.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.235; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Realistic Cost for the Model of Coherent Computing,Akira SaiToh,Akira SaiToh,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.244/LIPIcs.TQC.2013.244.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.244; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Optimal Robust Self-Testing by Binary Nonlocal XOR Games,Carl A. Miller; Yaoyun Shi,Carl A. Miller; Yaoyun Shi,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.254/LIPIcs.TQC.2013.254.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.254; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Exact Quantum Query Complexity of EXACT and THRESHOLD,Andris Ambainis; Janis Iraids; Juris Smotrovs,Andris Ambainis; Janis Iraids; Juris Smotrovs,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.263/LIPIcs.TQC.2013.263.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.263; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,The Quantum Entropy Cone of Stabiliser States,Noah Linden; Frantisek Matus; Mary Beth Ruskai; Andreas Winter,Noah Linden; Frantisek Matus; Mary Beth Ruskai; Andreas Winter,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.270/LIPIcs.TQC.2013.270.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.270; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Kitaev's Z_d-Codes Threshold Estimates,Guillaume Duclos-Cianci; David Poulin,Guillaume Duclos-Cianci; David Poulin,,0911.0581,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.285/LIPIcs.TQC.2013.285.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.285; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Optimal Quantum Circuits for Nearest-Neighbor Architectures,David J. Rosenbaum,David J. Rosenbaum,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.294/LIPIcs.TQC.2013.294.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.294; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Access Structure in Graphs in High Dimension and Application to Secret Sharing,Anne Marin; Damian Markham; Simon Perdrix,Anne Marin; Damian Markham; Simon Perdrix,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.308/LIPIcs.TQC.2013.308.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.308; LIPIcs proceedings (Dagstuhl)
