venue,year,paper_type,is_proceedings_track,title,speakers,authors,affiliations,arxiv_ids,session_name,scheduled_date,scheduled_time,duration_minutes,presentation_url,video_url,youtube_id,award,notes
TQC,2013,regular,TRUE,Ancilla Driven Quantum Computation with Arbitrary Entangling Strength,Kerem Halil Shah; Daniel K.L. Oi,Kerem Halil Shah; Daniel K.L. Oi,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.1/LIPIcs.TQC.2013.1.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.1; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Another Subexponential-time Quantum Algorithm for the Dihedral Hidden Subgroup Problem,Greg Kuperberg,Greg Kuperberg,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.20/LIPIcs.TQC.2013.20.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.20; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Universal Entanglers for Bosonic and Fermionic Systems,Joel Klassen; Jianxin Chen; Bei Zeng,Joel Klassen; Jianxin Chen; Bei Zeng,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.35/LIPIcs.TQC.2013.35.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.35; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Easy and Hard Functions for the Boolean Hidden Shift Problem,Andrew M. Childs; Robin Kothari; Maris Ozols; Martin Roetteler,Andrew M. Childs; Robin Kothari; Maris Ozols; Martin Roetteler,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.50/LIPIcs.TQC.2013.50.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.50; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Dequantizing Read-once Quantum Formulas,Alessandro Cosentino; Robin Kothari; Adam Paetznick,Alessandro Cosentino; Robin Kothari; Adam Paetznick,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.80/LIPIcs.TQC.2013.80.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.80; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,The Minimum Size of Qubit Unextendible Product Bases,Nathaniel Johnston,Nathaniel Johnston,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.93/LIPIcs.TQC.2013.93.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.93; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Robust Online Hamiltonian Learning,Christopher E. Granade; Christopher Ferrie; Nathan Wiebe; D. G. Cory,Christopher E. Granade; Christopher Ferrie; Nathan Wiebe; D. G. Cory,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.106/LIPIcs.TQC.2013.106.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.106; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Classical and Quantum Algorithms for Testing Equivalence of Group Extensions,Kevin C. Zatloukal,Kevin C. Zatloukal,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.126/LIPIcs.TQC.2013.126.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.126; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Provable Advantage for Quantum Strategies in Random Symmetric XOR Games,Andris Ambainis; Janis Iraids,Andris Ambainis; Janis Iraids,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.146/LIPIcs.TQC.2013.146.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.146; LIPIcs proceedings (Dagstuhl)
TQC,2013,regular,TRUE,Towards Efficient Decoding of Classical-Quantum Polar Codes,Mark M. Wilde; Olivier Landon-Cardinal; Patrick Hayden,Mark M. Wilde; Olivier Landon-Cardinal; Patrick Hayden,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol022-tqc2013/LIPIcs.TQC.2013.157/LIPIcs.TQC.2013.157.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2013.157; LIPIcs proceedings (Dagstuhl)
