venue,year,paper_type,is_proceedings_track,title,speakers,authors,affiliations,arxiv_ids,session_name,scheduled_date,scheduled_time,duration_minutes,presentation_url,video_url,youtube_id,award,notes
TQC,2019,regular,FALSE,"Quantum distinguishing complexity, zero-error algorithms, and statistical zero knowledge",Shalev Ben-David; Robin Kothari,Shalev Ben-David; Robin Kothari,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,Bayesian ACRONYM Tuning,Nathan Wiebe; Christopher Granade; John Gamble,Nathan Wiebe; Christopher Granade; John Gamble,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,Universal Quantum Emulator,Iman Marvian; Seth Lloyd,Iman Marvian; Seth Lloyd,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,Circuit Transformations for Quantum Architectures,Andrew Childs; Eddie Schoute; Cem Unsal,Andrew Childs; Eddie Schoute; Cem Unsal,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,On the qubit routing problem,Ross Duncan; Alexander Cowtan; Silas Dilkes; Alexandre Krajenbrink; Will Simmons; Seyon Sivarajah,Ross Duncan; Alexander Cowtan; Silas Dilkes; Alexandre Krajenbrink; Will Simmons; Seyon Sivarajah,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,Classical zero-knowledge arguments for quantum computations,Thomas Vidick; Tina Zhang,Thomas Vidick; Tina Zhang,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,Trading T-gates for dirty qubits in state preparation and unitary synthesis,Guang Hao Low; Vadym Kliuchnikov; Luke Schaeffer,Guang Hao Low; Vadym Kliuchnikov; Luke Schaeffer,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,Universal logical gate sets with constant-depth circuits for topological and hyperbolic quantum codes,Guanyu Zhu; Ali Lavasani; Maissam Barkeshli,Guanyu Zhu; Ali Lavasani; Maissam Barkeshli,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,Quantum computing with rotation-symmetric bosonic codes,Arne Grimsmo; Joshua Combes; Ben Baragiola,Arne Grimsmo; Joshua Combes; Ben Baragiola,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,Fine-grained parameterization of tensor network contraction,Bryan O’Gorman,Bryan O’Gorman,,,Accepted,,,,,,,,
TQC,2019,regular,FALSE,Approximate unitary n^{2/3}-designs give rise to quantum channels with super additive classical capacity,Aditya Nema; Pranab Sen,Aditya Nema; Pranab Sen,,,Accepted,,,,,,,,
