venue,year,paper_type,title,speakers,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,youtube_id,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
QCRYPT,2015,keynote,Quantum Cryptography: where do we stand?,Nicolas Gisin,Nicolas Gisin,,,,../wp-content/uploads/2015/09/Keynote_Nicolas-Gisin.pdf,,,,,,2015-09-28,14:00,
QCRYPT,2015,regular,Towards a North American QKD Backbone with Certifiable Security,,Nino Walenta;Dario Caselunghe;Sylvain Chuard;Mathias Domergue;Michael Hagerman;Randall Hart;Don Hayford;Raphaël Houlmann;Matthieu Legré;Todd McCandlish;Laurent Monat;Alex Morrow;Grégoire Ribordy;Damien Stucki;Maurice Tourville;Patrick Trinkler;Rick Wolterman,,,,../wp-content/uploads/2015/09/Contributed1_Nino-Walenta.pdf,,,,,,2015-09-28,14:45,
QCRYPT,2015,regular,Multiplexing of Quantum Key Distribution and Gigabit Passive Optical Networks,,Bernd Fröhlich;James F Dynes;Marco Lucamarini;Andrew W Sharpe;Simon W-B Tam;Zhiliang Yuan;Andrew J Shields,,,,,,,,,,2015-09-28,15:05,
QCRYPT,2015,regular,Detector-device-independent quantum key distribution: From proof of principle to a high speed implementation,,Boris Korzh;Alberto Boaron;Charles Ci Wen Lim;Anthony Martin;Gianluca Boso;Raphael Houlmann;Felix Bussieres;Rob Thew;Hugo Zbinden,,,,../wp-content/uploads/2015/09/Contributed3_Boris-Korzh.pdf,,,,,,2015-09-28,15:25,
QCRYPT,2015,regular,All-photonic quantum repeaters,,Koji Azuma;Kiyoshi Tamaki;Hoi-Kwong Lo,,,,,,,,,,2015-09-28,16:15,
QCRYPT,2015,regular,Unstructured QKD,,Patrick Coles;Norbert Lutkenhaus,,,,../wp-content/uploads/2015/09/Contributed5_Patrick-Coles.pdf,,,,,,2015-09-28,16:35,
QCRYPT,2015,regular,Benchmarking the utility of a quantum channel for secure communications,,David Elkouss;Sergii Strelchuk,,,,../wp-content/uploads/2015/09/Contributed6_David-Elkouss.pdf,,,,,,2015-09-28,16:55,
QCRYPT,2015,regular,Designing Quantum Networks from the ground up: starting small and scaling up,,Bill Munro;Michael Trupke;Simon Devitt;Jorg Schmiedmayer;Kae Nemoto,,,,,,,,,,2015-09-28,17:15,
QCRYPT,2015,tutorial,Cryptographic primitives for quantum networks,Iordanis Kerenidis,Iordanis Kerenidis,,,,../wp-content/uploads/2015/09/Tutorial1_Iordanis-Kerenidis.pdf,,,,,,2015-09-29,09:30,
QCRYPT,2015,invited,Randomness Extraction beyond the Classical World,Kai-Min Chung,Kai-Min Chung,,,,../wp-content/uploads/2015/09/Invited1_Kai-Min-Chung.pdf,,,,,,2015-09-29,11:20,
QCRYPT,2015,regular,Quantum homomorphic encryption for circuits of low T-gate complexity,,Anne Broadbent;Stacey Jeffery,,,,../wp-content/uploads/2015/09/Contributed8_Stacey-Jeffery.pdf,,,,,,2015-09-29,11:55,
QCRYPT,2015,regular,Non-interactive zero-knowledge proofs in the quantum random oracle model,Dominique Unruh,Dominique Unruh,,,,../wp-content/uploads/2015/09/Contributed9_Dominique-Unruh.pdf,,,,,,2015-09-29,12:15,
QCRYPT,2015,invited,Quantum optics experiments in space (canceled),Rupert Ursin,Rupert Ursin,,,,../wp-content/uploads/2015/09/Invited2_-Rupert-Ursin-.pdf,,,,,,2015-09-29,14:10,
QCRYPT,2015,regular,Ultrabroadband Quantum-Secured Communication,,Quntao Zhuang;Zheshen Zhang;Justin Dove;Franco Wong;Jeffrey Shapiro,,,,,,,,,,2015-09-29,14:45,
QCRYPT,2015,regular,Proof-of-principle demonstration of modified Ping-Pong protocol on telecom fiber,,Hua Chen;Zhi-Yuan Zhou;Alaa Jubbar Jumaah;Yun-Guang Han;Juan Wu;Zhen-Qiang Yin;Shuang Wang;Wei Chen;Zheng-Fu Han,,,,,,,,,,2015-09-29,15:05,
QCRYPT,2015,regular,Spatial-mode detector efficiency mismatch security loophole in free-space QKD,,Poompong Chaiwongkhot;Shihan Sajeed;Jean-Philippe Bourgoin;Thomas Jennewein;Norbert Lutkenhaus;Vadim Makarov,,,,../wp-content/uploads/2015/09/Contributed12_Poompong-Chaiwongkhot.pdf,,,,,,2015-09-29,15:25,
QCRYPT,2015,tutorial,Toward a security certificated communication systems,Akihisa Tomita,Akihisa Tomita,,,,../wp-content/uploads/2015/09/Tutorial2_Akihisa-Tomita.pdf,,,,,,2015-09-30,09:30,
