venue,year,paper_type,is_proceedings_track,title,speakers,authors,affiliations,arxiv_ids,session_name,scheduled_date,scheduled_time,duration_minutes,presentation_url,video_url,youtube_id,award,notes
TQC,2020,regular,FALSE,Encoding classical information into quantum resources,Kamil Korzekwa; Zbigniew Puchała; Marco Tomamichel; Karol Życzkowski,Kamil Korzekwa; Zbigniew Puchała; Marco Tomamichel; Karol Życzkowski,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Exponential quantum communication reductions from generalizations of the Boolean Hidden Matching problem,João Fernando Doriguello; Ashley Montanaro,João Fernando Doriguello; Ashley Montanaro,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Improved Approximate Degree Bounds For k-distinctness,Nikhil Mande; Justin Thaler; Shuchen Zhu,Nikhil Mande; Justin Thaler; Shuchen Zhu,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Building trust for continuous variable quantum states,Ulysse Chabaud; Tom Douce; Frédéric Grosshans; Elham Kashefi; Damian Markham,Ulysse Chabaud; Tom Douce; Frédéric Grosshans; Elham Kashefi; Damian Markham,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Second-order asymptotics of quantum data compression and state merging,Dina Abdelhadi; Joseph M. Renes,Dina Abdelhadi; Joseph M. Renes,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Fault-tolerant quantum gates with defects in topological stabiliser codes,Paul Webster; Stephen Bartlett,Paul Webster; Stephen Bartlett,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Non-Pauli Stabilizers from Twisted Quantum Doubles,Julio Carlos Magdalena de la Fuente; Nicolas Tarantino; Jens Eisert,Julio Carlos Magdalena de la Fuente; Nicolas Tarantino; Jens Eisert,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Self-testing of a single quantum device under computational assumptions,Tony Metger; Thomas Vidick,Tony Metger; Thomas Vidick,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Quantum Distributed Algorithm for Triangle Finding in the CONGEST Model,Taisuke Izumi; Francois Le Gall; Frederic Magniez,Taisuke Izumi; Francois Le Gall; Frederic Magniez,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Uncloneable Quantum Encryption via Oracles,Anne Broadbent; Sébastien Lord,Anne Broadbent; Sébastien Lord,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Improved local spectral gap thresholds for lattices of finite dimension,Anurag Anshu,Anurag Anshu,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Spectral Quantum Tomography,Jonas Helsen; Francesco Battistel; Barbara Terhal,Jonas Helsen; Francesco Battistel; Barbara Terhal,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Optimal Protocols in Quantum Annealing and QAOA Problems,Lucas Brady; Christopher Baldwin; Aniruddha Bapat; Alexey Gorshkov; Yaroslav Kharkov,Lucas Brady; Christopher Baldwin; Aniruddha Bapat; Alexey Gorshkov; Yaroslav Kharkov,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Quasirandom quantum channels,Tom Bannink; Jop Briët; Farrokh Labib; Hans Maassen,Tom Bannink; Jop Briët; Farrokh Labib; Hans Maassen,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Strictly linear light cones in long-range interacting systems of arbitrary dimensions,Tomotaka Kuwahara; Keiji Saito,Tomotaka Kuwahara; Keiji Saito,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,On the modified logarithmic Sobolev inequality for the heat-bath dynamics for 1D systems,Ivan Bardet; Angela Capel; Angelo Lucia; David Perez-Garcia; Cambyse Rouzé,Ivan Bardet; Angela Capel; Angelo Lucia; David Perez-Garcia; Cambyse Rouzé,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Towards Quantum One-Time Memories from Stateless Hardware,Anne Broadbent; Sevag Gharibian; Hong-Sheng Zhou,Anne Broadbent; Sevag Gharibian; Hong-Sheng Zhou,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Quantum circuit approximations and entanglement renormalization for the Dirac field in 1+1 dimensions,Freek Witteveen; Michael Walter; Volkher Scholz; Brian Swingle,Freek Witteveen; Michael Walter; Volkher Scholz; Brian Swingle,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Playing Games with Multiple Access Channels,Felix Leditzky; Mohammad A. Alhejji; Joshua Levin; Graeme Smith,Felix Leditzky; Mohammad A. Alhejji; Joshua Levin; Graeme Smith,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,A device-independent protocol for XOR oblivious transfer,Srijita Kundu; Jamie Sikora; Ernest Y.-Z. Tan,Srijita Kundu; Jamie Sikora; Ernest Y.-Z. Tan,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Slightly beyond product state approximations for a quantum analogue of Max Cut,Anurag Anshu; David Gosset; Karen Morenz,Anurag Anshu; David Gosset; Karen Morenz,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Semi-device-independent certification of indefinite causal order,Jessica Bavaresco; Mateus Araújo; Caslav Brukner; Marco Túlio Quintino,Jessica Bavaresco; Mateus Araújo; Caslav Brukner; Marco Túlio Quintino,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Faster quantum and classical SDP approximations for quadratic binary optimization,Daniel Stilck França; Fernando G. S. L. Brandão; Richard Kueng,Daniel Stilck França; Fernando G. S. L. Brandão; Richard Kueng,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Optimizing the fundamental limits for quantum and private communication,Xin Wang,Xin Wang,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Extendibility of bosonic Gaussian states,Ludovico Lami; Sumeet Khatri; Gerardo Adesso; Mark Wilde,Ludovico Lami; Sumeet Khatri; Gerardo Adesso; Mark Wilde,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Convergence rates for the quantum central limit theorem,Simon Becker; Nilanjana Datta; Ludovico Lami; Cambyse Rouzé,Simon Becker; Nilanjana Datta; Ludovico Lami; Cambyse Rouzé,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Beyond the swap test: efficient estimation of distances between quantum states,Marco Fanizza; Matteo Rosati; Michalis Skotiniotis; John Calsamiglia; Vittorio Giovannetti,Marco Fanizza; Matteo Rosati; Michalis Skotiniotis; John Calsamiglia; Vittorio Giovannetti,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Tight Quantum Lower Bound for Approximate Counting with Quantum States,Aleksandrs Belovs; Ansis Rosmanis,Aleksandrs Belovs; Ansis Rosmanis,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Computing partition functions in the one clean qubit model,Anirban Chowdhury; Rolando Somma; Yigit Subasi,Anirban Chowdhury; Rolando Somma; Yigit Subasi,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Approximate tensor decompositions: disappearance of all separations,Andreas Klingler; Gemma De Las Cuevas; Tim Netzer,Andreas Klingler; Gemma De Las Cuevas; Tim Netzer,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Simpler Proofs of Quantumness,Zvika Brakerski; Venkata Koppula; Umesh Vazirani; Thomas Vidick,Zvika Brakerski; Venkata Koppula; Umesh Vazirani; Thomas Vidick,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,"Quantum flags, and new bounds on the quantum capacity of the depolarizing channel",Marco Fanizza; Farzad Kianvash; Vittorio Giovannetti,Marco Fanizza; Farzad Kianvash; Vittorio Giovannetti,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Quantum algorithms for computational geometry problems,Andris Ambainis; Nikita Larka,Andris Ambainis; Nikita Larka,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Quantum Coupon Collector,Srinivasan Arunachalam; Aleksandrs Belovs; Andrew Childs; Robin Kothari; Ansis Rosmanis; Ronald de Wolf,Srinivasan Arunachalam; Aleksandrs Belovs; Andrew Childs; Robin Kothari; Ansis Rosmanis; Ronald de Wolf,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,A Scalable Decoder Micro-architecture for Fault-Tolerant Quantum Computing,Das Poulami; Christopher Pattison; Srilatha Manne; Doug Carmean; Krysta Svore; Moinuddin Qureshi; Nicolas Delfosse,Das Poulami; Christopher Pattison; Srilatha Manne; Doug Carmean; Krysta Svore; Moinuddin Qureshi; Nicolas Delfosse,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,On Quantum Complexity for Closest Pair and Orthogonal Vectors,Scott Aaronson; Nai-Hui Chia; Han-Hsuan Lin; Chunhao Wang; Ruizhe Zhang,Scott Aaronson; Nai-Hui Chia; Han-Hsuan Lin; Chunhao Wang; Ruizhe Zhang,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Fast and effective techniques for T-count reduction via spider nest identities,Niel De Beaudrap; Xiaoning Bian; Quanlong Wang,Niel De Beaudrap; Xiaoning Bian; Quanlong Wang,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,On the complexity of zero gap MIP*,Hamoon Mousavi; Seyed Sajjad Nezhadi; Henry Yuen,Hamoon Mousavi; Seyed Sajjad Nezhadi; Henry Yuen,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Quantifying quantum speedups: improved classical simulation from tighter magic monotones,James R. Seddon; Bartosz Regula; Hakop Pashayan; Yingkai Ouyang; Earl T. Campbell,James R. Seddon; Bartosz Regula; Hakop Pashayan; Yingkai Ouyang; Earl T. Campbell,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Models of quantum complexity growth,Nicholas Hunter-Jones; Richard Kueng; Wissam Chemissany; Fernando Brandao; John Preskill,Nicholas Hunter-Jones; Richard Kueng; Wissam Chemissany; Fernando Brandao; John Preskill,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Unitary designs from statistical mechanics in random quantum circuits,Nicholas Hunter-Jones,Nicholas Hunter-Jones,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Efficient unitary designs with a system size independent number of non-Clifford gates,Jonas Haferkamp; Felipe Montealegre-Mora; Markus Heinrich; Jens Eisert; David Gross; Ingo Roth,Jonas Haferkamp; Felipe Montealegre-Mora; Markus Heinrich; Jens Eisert; David Gross; Ingo Roth,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,A Framework of Quantum Strong Exponential-Time Hypotheses,Harry Buhrman; Subhasree Patro; Florian Speelman,Harry Buhrman; Subhasree Patro; Florian Speelman,,,Accepted,,,,,,,,
TQC,2020,regular,FALSE,Non-additivity in classical-quantum wiretap channels,Arkin Tikku; Mario Berta; Joseph M. Renes,Arkin Tikku; Mario Berta; Joseph M. Renes,,,Accepted,,,,,,,,
