venue,year,paper_type,is_proceedings_track,title,speakers,authors,affiliations,arxiv_ids,session_name,scheduled_date,scheduled_time,duration_minutes,presentation_url,video_url,youtube_id,award,notes
TQC,2025,regular,TRUE,Quantum Search with In-Place Queries,Blake Holman; Ronak Ramachandran; Justin Yirka,Blake Holman; Ronak Ramachandran; Justin Yirka,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.1/LIPIcs.TQC.2025.1.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.1; LIPIcs proceedings (Dagstuhl)
TQC,2025,regular,TRUE,A Quantum Cloning Game with Applications to Quantum Position Verification,Léo Colisson Palais; Llorenç Escolà-Farràs; Florian Speelman,Léo Colisson Palais; Llorenç Escolà-Farràs; Florian Speelman,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.2/LIPIcs.TQC.2025.2.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.2; LIPIcs proceedings (Dagstuhl)
TQC,2025,regular,TRUE,Mixing Time of Quantum Gibbs Sampling for Random Sparse Hamiltonians,Akshar Ramkumar; Mehdi Soleimanifar,Akshar Ramkumar; Mehdi Soleimanifar,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.3/LIPIcs.TQC.2025.3.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.3; LIPIcs proceedings (Dagstuhl)
TQC,2025,regular,TRUE,Optimal Locality and Parameter Tradeoffs for Subsystem Codes,Samuel Dai; Ray Li; Eugene Tang,Samuel Dai; Ray Li; Eugene Tang,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.4/LIPIcs.TQC.2025.4.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.4; LIPIcs proceedings (Dagstuhl)
TQC,2025,regular,TRUE,Towards a Complexity-Theoretic Dichotomy for TQFT Invariants,Nicolas Bridges; Eric Samperton,Nicolas Bridges; Eric Samperton,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.5/LIPIcs.TQC.2025.5.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.5; LIPIcs proceedings (Dagstuhl)
TQC,2025,regular,TRUE,Quantum SAT Problems with Finite Sets of Projectors Are Complete for a Plethora of Classes,Ricardo Rivera Cardoso; Alex Meiburg; Daniel Nagaj,Ricardo Rivera Cardoso; Alex Meiburg; Daniel Nagaj,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.6/LIPIcs.TQC.2025.6.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.6; LIPIcs proceedings (Dagstuhl)
TQC,2025,regular,TRUE,Uniformity Testing When You Have the Source Code,Clément L. Canonne; Robin Kothari; Ryan O'Donnell,Clément L. Canonne; Robin Kothari; Ryan O'Donnell,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.7/LIPIcs.TQC.2025.7.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.7; LIPIcs proceedings (Dagstuhl)
TQC,2025,regular,TRUE,Self-Testing in the Compiled Setting via Tilted-CHSH Inequalities,Arthur Mehta; Connor Paddock; Lewis Wooltorton,Arthur Mehta; Connor Paddock; Lewis Wooltorton,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.8/LIPIcs.TQC.2025.8.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.8; LIPIcs proceedings (Dagstuhl)
TQC,2025,regular,TRUE,Efficient Quantum Pseudorandomness from Hamiltonian Phase States,John Bostanci; Jonas Haferkamp; Dominik Hangleiter; Alexander Poremba,John Bostanci; Jonas Haferkamp; Dominik Hangleiter; Alexander Poremba,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.9/LIPIcs.TQC.2025.9.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.9; LIPIcs proceedings (Dagstuhl)
TQC,2025,regular,TRUE,Hamiltonian Locality Testing via Trotterized Postselection,John Kallaugher; Daniel Liang,John Kallaugher; Daniel Liang,,,Proceedings track (LIPIcs),,,,https://drops.dagstuhl.de/storage/00lipics/lipics-vol350-tqc2025/LIPIcs.TQC.2025.10/LIPIcs.TQC.2025.10.pdf,,,,DOI: 10.4230/LIPIcs.TQC.2025.10; LIPIcs proceedings (Dagstuhl)
